date type session sonde_id sonde_position time_launch time_depart time_end duration altitude pressure sonde_depart sonde_OK errors
2019-03-24 auto 23:00 810210089 1 23:09:52 23:10:34 00:50:56 6022.0 27943 156 1 1 NA
2019-03-25 auto 11:00 810210102 2 11:00:00 11:00:42 12:49:12 6510.0 29652 121 1 1 NA
2019-03-25 auto 23:00 810210108 3 23:00:00 23:00:48 23:54:32 3224.0 14839 1236 1 1 NA
2019-03-26 auto 11:00 810210104 4 11:00:00 11:00:39 12:40:00 5961.0 27547 165 1 1 NA
2019-03-26 auto 23:00 810210009 1 23:00:00 23:00:44 00:50:15 6571.0 30494 106 1 1 NA
2019-03-27 auto 11:00 809214489 2 11:00:00 11:00:39 12:46:06 6327.0 30113 112 1 1 NA
2019-03-27 auto 23:00 809214485 5 23:00:01 23:00:51 00:45:17 6266.0 31488 93 1 1 NA
2019-03-28 auto 11:00 809214482 6 11:00:00 11:00:41 12:46:09 6328.0 29419 127 1 1 NA
2019-03-28 auto 23:00 809214491 7 23:00:00 23:00:59 00:28:10 5231.0 23369 324 1 1 NA
2019-03-29 auto 11:00 809214507 8 11:00:00 11:00:41 12:33:58 5597.0 26968 186 1 1 NA
2019-03-29 auto 23:00 809214479 9 23:00:00 23:00:41 00:43:05 6144.0 28831 141 1 1 NA
2019-03-30 auto 11:00 809214478 10 11:00:00 11:00:45 12:57:21 6996.0 30198 116 1 1 NA
2019-03-30 auto 23:00 205212114 11 NA NA NA NA NA NA 0 0 6
2019-03-30 auto 23:00 810211135 10 23:00:00 23:00:46 00:46:13 6327.0 30477 110 1 1 NA
2019-03-31 auto 11:00 810210097 12 11:00:00 11:00:41 12:47:08 6387.0 29989 119 1 1 NA
2019-03-31 auto 23:00 810211139 1 23:00:00 23:00:43 00:20:49 4806.0 21559 430 1 1 NA
2019-04-01 auto 11:00 810211141 2 11:00:00 11:00:47 12:43:11 6144.0 28032 159 1 1 NA
2019-04-01 auto 23:00 809214474 3 23:00:00 23:00:45 00:51:15 6630.0 29254 132 1 1 NA
2019-04-02 auto 11:00 810211097 4 11:00:00 11:00:54 12:41:17 6023.0 28240 154 1 1 NA
2019-04-02 auto 23:00 810211125 5 23:00:01 23:00:45 00:15:47 4502.0 21024 466 1 1 NA
2019-04-03 auto 11:00 809214490 6 11:00:00 11:00:47 12:27:58 5231.0 23994 293 1 1 NA
2019-04-03 auto 23:00 810211130 7 23:00:00 23:00:39 23:54:23 3224.0 16099 1002 1 1 NA
2019-04-04 auto 11:00 810211133 8 11:00:00 11:00:59 12:03:51 3772.0 17464 803 1 1 NA
2019-04-04 auto 23:00 810211140 9 23:00:00 23:00:47 00:08:43 4076.0 18572 682 1 1 NA
2019-04-05 auto 11:00 810211134 1 11:00:00 11:00:43 12:44:08 6205.0 28763 138 1 1 NA
2019-04-05 auto 23:00 810211138 2 23:00:00 23:00:44 00:34:01 5597.0 25282 235 1 1 NA
2019-04-06 auto 11:00 810211102 3 11:00:00 11:00:47 12:35:05 5658.0 27042 179 1 1 NA
2019-04-06 auto 23:00 810211098 4 23:00:00 23:01:11 01:11:11 7800.0 29735 117 1 1 NA
2019-04-07 auto 11:00 810211111 10 11:00:00 11:01:30 12:39:50 5900.0 27271 174 1 1 NA
2019-04-07 auto 23:00 205212114 11 NA NA NA NA NA NA 0 0 6
2019-04-07 auto 23:00 810210986 12 23:00:00 23:00:41 00:37:00 5779.0 24647 262 1 1 NA
2019-04-08 auto 11:00 810211132 1 11:00:00 11:00:40 12:41:03 6023.0 27355 172 1 1 NA
2019-04-08 auto 23:00 810211093 5 23:00:00 23:00:46 00:46:13 6327.0 25391 233 1 1 NA
2019-04-09 auto 11:00 810211205 6 11:00:00 11:00:44 12:40:06 5962.0 27475 169 1 1 NA
2019-04-09 auto 23:00 810211100 7 23:00:00 23:00:40 00:34:58 5658.0 25382 233 1 1 NA
2019-04-10 auto 11:00 810211095 1 11:00:00 11:00:44 12:57:21 6997.0 30486 106 1 1 NA
2019-04-10 auto 23:00 810211218 2 23:00:00 23:00:40 00:48:09 6449.0 29565 122 1 1 NA
2019-04-11 auto 11:00 810211212 3 11:00:00 11:00:52 12:46:19 6327.0 29783 119 1 1 NA
2019-04-11 auto 23:00 810211010 4 23:00:00 23:00:40 23:41:14 2434.0 12680 1708 1 1 NA
2019-04-12 auto 11:00 810211019 8 11:00:00 11:00:43 11:44:18 2615.0 13924 1413 1 1 NA
2019-04-12 auto 23:00 810211015 9 23:00:00 23:00:43 00:24:52 5049.0 24110 287 1 1 NA
2019-04-13 auto 11:00 810211001 10 11:00:00 11:00:59 12:41:22 6023.0 28956 136 1 1 NA
2019-04-13 auto 23:00 810211096 12 23:00:00 23:00:43 00:49:12 6509.0 27957 160 1 1 NA
2019-04-14 auto 11:00 810211136 11 11:00:00 11:00:44 12:19:49 4745.0 12070 1971 1 1 NA
2019-04-14 auto 23:00 810211004 1 23:00:00 23:00:43 00:44:08 6205.0 28629 144 1 1 NA
2019-04-15 auto 11:00 810211108 2 11:00:00 11:00:44 12:41:07 6023.0 29317 132 1 1 NA
2019-04-15 auto 23:00 810211006 3 23:00:01 23:00:47 00:40:09 5962.0 28538 146 1 1 NA
2019-04-16 auto 11:00 810211012 4 11:00:00 11:00:41 12:19:46 4745.0 20970 471 1 1 NA
2019-04-16 auto 23:00 810211014 5 23:00:00 23:00:41 00:09:38 4137.0 15409 1148 1 1 NA
2019-04-17 auto 11:00 810211215 6 11:00:00 11:00:40 12:28:56 5296.0 25644 228 1 1 NA
2019-04-17 auto 23:00 810211094 7 23:00:00 23:01:02 00:14:02 4380.0 20763 488 1 1 NA
2019-04-18 auto 11:00 810211020 1 11:00:00 11:00:40 12:44:06 6206.0 30043 117 1 1 NA
2019-04-18 auto 23:00 810211217 2 23:00:00 23:00:43 00:43:08 6145.0 27766 164 1 1 NA
2019-04-19 auto 11:00 810211066 3 11:00:00 11:01:02 12:41:25 6023.0 26856 190 1 1 NA
2019-04-19 auto 23:00 810210990 8 23:00:00 23:00:44 00:44:08 6204.0 29301 129 1 1 NA
2019-04-20 auto 11:00 810210994 9 11:00:00 11:01:03 12:29:16 5293.0 29168 132 1 1 NA
2019-04-20 auto 23:00 810211216 10 23:00:00 23:00:44 00:20:50 4806.0 21649 422 1 1 NA
2019-04-21 auto 11:00 810211203 11 11:00:00 11:01:05 12:30:18 5353.0 25472 231 1 1 NA
2019-04-21 auto 23:00 810210988 12 23:00:00 23:00:57 00:24:05 4988.0 18368 707 1 1 NA
2019-04-22 auto 11:00 810210985 1 11:00:00 11:00:45 11:44:20 2615.0 13030 1634 1 1 NA
2019-04-22 auto 23:00 810211000 4 23:00:00 23:00:48 00:31:02 5414.0 11346 2114 1 1 NA
2019-04-23 auto 11:00 810211031 5 11:00:00 11:00:44 12:14:45 4441.0 20460 506 1 1 NA
2019-04-23 auto 23:00 810211143 6 23:00:00 23:00:42 00:15:43 4501.0 19530 585 1 1 NA
2019-04-24 auto 11:00 810210987 7 11:00:00 11:01:04 12:10:01 4137.0 19943 553 1 1 NA
2019-04-24 auto 23:00 810210997 1 23:00:00 23:00:47 00:56:22 6935.0 30081 118 1 1 NA
2019-04-25 auto 11:00 810210991 2 11:00:00 11:01:05 12:22:12 4867.0 24247 283 1 1 NA
2019-04-25 auto 23:00 810210992 3 23:00:00 23:00:42 01:07:27 7605.0 31223 100 1 1 NA
2019-04-26 auto 11:00 810210998 4 11:00:00 11:01:37 11:54:23 3166.0 14833 1254 1 1 NA
2019-04-26 auto 23:00 810211005 5 23:00:01 23:00:45 00:35:03 5658.0 29946 119 1 1 NA
2019-04-27 auto 11:00 810211003 8 11:00:00 11:00:52 12:58:29 7057.0 29664 124 1 1 NA
2019-04-27 auto 23:00 810211002 9 23:00:00 23:00:47 00:32:01 5474.0 24971 252 1 1 NA
2019-04-28 auto 11:00 810211008 10 11:00:00 11:00:41 12:58:18 7057.0 30852 103 1 1 NA
2019-04-28 auto 23:00 810210993 11 23:00:00 23:00:39 00:08:34 4075.0 19539 594 1 1 NA
2019-04-29 auto 11:00 810210996 12 11:00:00 11:00:41 12:52:13 6692.0 29362 128 1 1 NA
2019-04-29 auto 23:00 810210749 1 23:00:00 23:00:44 00:29:57 5353.0 22672 357 1 1 NA
2019-04-30 auto 11:00 810211007 2 11:00:00 11:00:44 12:41:06 6022.0 28546 145 1 1 NA
2019-04-30 auto 23:00 810210753 3 23:00:00 23:00:43 00:46:10 6327.0 27927 159 1 1 NA
2019-05-01 auto 11:00 810210740 4 11:00:00 11:00:44 12:39:05 5901.0 27623 167 1 1 NA
2019-05-01 auto 23:00 810210995 6 23:00:00 23:00:42 00:40:04 5962.0 26838 188 1 1 NA
2019-05-02 auto 11:00 810210741 7 11:00:00 11:00:42 12:20:48 4806.0 22918 344 1 1 NA
2019-05-02 auto 23:00 810210739 5 23:00:00 23:00:41 00:47:09 6388.0 29798 122 1 1 NA
2019-05-04 auto 11:00 810210738 10 11:00:00 NA NA NA NA NA 0 0 NA
2019-05-05 auto 11:00 810210738 10 11:00:00 11:00:42 12:21:48 4866.0 20403 516 1 1 NA
2019-05-05 auto 23:00 810210751 11 23:00:00 NA NA NA NA NA 0 0 NA
2019-05-06 auto 11:00 810210743 12 11:00:00 11:00:40 12:39:01 5901.0 27878 165 1 1 NA
2019-05-06 auto 23:00 810210744 1 23:00:00 23:00:42 01:22:39 8517.0 31443 96 1 1 NA
2019-05-07 auto 11:00 810210758 2 11:00:00 11:00:44 12:57:20 6996.0 28510 150 1 1 NA
2019-05-07 auto 23:00 810210756 3 23:00:00 23:00:44 00:12:43 4319.0 19646 587 1 1 NA
2019-05-08 auto 11:00 810210747 4 11:00:00 11:00:42 12:27:54 5232.0 24892 261 1 1 NA
2019-05-08 auto 23:00 810210745 5 23:00:00 23:00:42 00:22:49 4927.0 22324 387 1 1 NA
2019-05-09 auto 11:00 810210755 6 11:00:00 11:00:49 12:45:16 6267.0 29143 135 1 1 NA
2019-05-09 auto 23:00 810210733 7 23:00:00 23:01:04 00:26:15 5111.0 22231 393 1 1 NA
2019-05-10 auto 11:00 810210751 1 11:00:00 11:00:42 12:49:12 6510.0 30165 116 1 1 NA
2019-05-10 auto 23:00 810210750 2 23:00:00 23:00:44 00:40:05 5961.0 27131 183 1 1 NA
2019-05-11 auto 11:00 810211009 8 11:00:00 11:01:01 12:44:26 6205.0 29819 122 1 1 NA
2019-05-11 auto 23:00 810211207 9 23:00:00 23:00:40 00:40:02 5962.0 29617 125 1 1 NA
2019-05-12 auto 11:00 810211201 10 11:00:00 11:00:53 12:42:16 6083.0 26919 190 1 1 NA
2019-05-12 auto 23:00 810211202 11 23:00:00 23:00:47 00:39:08 5901.0 26449 203 1 1 NA
2019-05-13 auto 11:00 810211200 12 11:00:00 11:00:44 12:21:51 4867.0 23720 311 1 1 NA
2019-05-13 auto 23:00 810211210 1 23:00:00 23:01:05 00:27:16 5171.0 25487 236 1 1 NA
2019-05-14 auto 11:00 810211209 3 11:00:00 11:00:43 12:16:45 4562.0 18811 681 1 1 NA
2019-05-14 auto 23:00 810211122 4 23:00:00 23:01:01 00:23:09 4928.0 25029 254 1 1 NA
2019-05-15 auto 11:00 810211123 5 11:00:00 11:00:42 12:41:04 6022.0 29253 133 1 1 NA
2019-05-15 auto 23:00 810211211 6 23:00:00 23:00:59 00:44:24 6205.0 28992 139 1 1 NA
2019-05-16 auto 11:00 810211128 7 11:00:00 11:00:41 12:32:57 5536.0 23489 323 1 1 NA
2019-05-16 auto 23:00 809214476 1 23:00:00 23:00:40 00:53:13 6753.0 29650 126 1 1 NA
2019-05-17 auto 11:00 809214503 2 11:00:00 11:00:44 12:19:49 4745.0 20986 480 1 1 NA
2019-05-17 auto 23:00 810211199 3 23:00:00 23:00:48 00:20:53 4805.0 18098 751 1 1 NA
2019-05-18 auto 11:00 810211206 8 11:00:00 11:00:56 12:48:25 6449.0 30907 106 1 1 NA
2019-05-18 auto 23:00 810211198 9 23:00:00 23:00:52 00:41:15 6023.0 28714 145 1 1 NA
2019-05-19 auto 11:00 810211131 10 11:00:00 11:00:52 12:43:16 6144.0 28385 153 1 1 NA
2019-05-19 auto 23:00 810211126 11 23:00:00 23:00:47 00:30:00 5353.0 23707 313 1 1 NA
2019-05-20 auto 11:00 810211124 12 11:00:00 11:00:43 12:40:04 5961.0 28094 159 1 1 NA
2019-05-20 auto 23:00 809214521 1 23:00:00 23:00:43 00:45:09 6266.0 29588 127 1 1 NA
2019-05-21 auto 11:00 809214493 2 11:00:00 11:00:46 12:29:59 5353.0 26464 204 1 1 NA
2019-05-21 auto 23:00 809214480 4 23:00:00 23:00:46 00:40:07 5961.0 28807 143 1 1 NA
2019-05-22 auto 11:00 809214504 5 11:00:00 11:00:44 12:46:11 6327.0 27979 163 1 1 NA
2019-05-22 auto 23:00 810211137 6 23:00:00 23:00:51 00:39:12 5901.0 27012 188 1 1 NA
2019-05-23 auto 11:00 810211121 7 11:00:00 11:00:49 12:49:18 6509.0 28198 157 1 1 NA
2019-05-23 auto 23:00 809214511 1 23:00:00 23:01:13 00:45:39 6266.0 27874 165 1 1 NA
2019-05-24 auto 11:00 809214512 2 11:00:00 11:00:54 12:38:14 5840.0 19791 586 1 1 NA
2019-05-24 auto 23:00 810211129 3 23:00:00 23:00:44 NA NA NA NA 1 0 13
2019-05-24 auto 23:00 809214509 2 00:06:38 00:07:23 01:47:46 6023.0 16285 1014 1 1 NA
2019-05-25 auto 11:00 809214463 8 11:00:00 11:00:43 12:29:56 5353.0 20512 520 1 1 NA
2019-05-25 auto 23:00 809214464 9 23:00:00 23:00:55 00:53:27 6752.0 30430 114 1 1 NA
2019-05-26 auto 11:00 809214495 10 11:00:00 11:00:56 12:46:23 6327.0 28866 144 1 1 NA
2019-05-26 auto 23:00 809214500 11 23:00:00 23:00:41 00:41:03 6022.0 25656 233 1 1 NA
2019-05-27 auto 11:00 809214505 12 11:00:00 11:00:45 12:31:59 5474.0 23884 307 1 1 NA
2019-05-27 auto 23:00 809214502 1 23:00:00 23:00:43 00:24:52 5049.0 18404 722 1 1 NA
2019-05-28 auto 11:00 809214494 4 11:00:00 11:00:40 12:49:09 6509.0 28288 160 1 1 NA
2019-05-28 auto 23:00 809214501 5 23:00:00 23:00:45 00:28:57 5292.0 21343 457 1 1 NA
2019-05-29 auto 11:00 809214508 6 11:00:00 11:00:48 12:42:12 6084.0 26833 198 1 1 NA
2019-05-29 auto 23:00 809214506 7 23:00:00 23:00:48 00:51:20 6632.0 28673 150 1 1 NA
2019-05-30 auto 11:00 809214499 1 11:00:00 11:00:44 12:41:07 6023.0 28340 158 1 1 NA
2019-05-30 auto 23:00 809214523 2 23:00:00 23:00:45 00:58:22 7057.0 31476 97 1 1 NA
2019-05-31 auto 11:00 809214524 3 11:00:00 11:00:40 12:57:16 6996.0 30206 118 1 1 NA
2019-05-31 auto 23:00 809214421 4 23:00:00 23:00:43 00:58:20 7057.0 30972 105 1 1 NA
2019-06-01 auto 11:00 809214496 8 11:00:00 11:00:41 13:02:21 7300.0 28750 146 1 1 NA
2019-06-01 auto 23:00 809214518 9 23:00:00 23:00:42 00:57:20 6998.0 30603 111 1 1 NA
2019-06-02 auto 11:00 809214519 10 11:00:00 11:00:47 13:07:32 7605.0 30443 115 1 1 NA
2019-06-02 auto 23:00 809214418 11 23:00:00 23:01:02 00:29:14 5292.0 22416 391 1 1 NA
2019-06-03 auto 11:00 809214498 12 11:00:00 11:00:46 12:36:05 5719.0 24717 274 1 1 NA
2019-06-03 auto 23:00 809214525 6 23:00:00 23:00:42 00:43:06 6144.0 25697 234 1 1 NA
2019-06-04 auto 11:00 809214419 7 11:00:00 11:01:09 12:21:15 4806.0 20703 511 1 1 NA
2019-06-04 auto 23:00 809214522 5 23:00:00 23:00:41 00:49:11 6510.0 28837 146 1 1 NA
2019-06-05 auto 11:00 809214420 1 11:00:00 11:01:09 12:32:24 5475.0 23587 325 1 1 NA
2019-06-05 auto 23:00 809214515 2 23:00:00 23:01:31 00:47:59 6388.0 25829 228 1 1 NA
2019-06-06 auto 11:00 809214520 3 11:00:00 11:00:48 12:28:00 5232.0 22497 386 1 1 NA
2019-06-06 auto 23:00 810210041 4 23:00:00 23:00:39 01:13:29 7970.0 32507 85 1 1 NA
2019-06-07 auto 11:00 810210040 8 11:00:00 11:00:49 12:25:59 5110.0 23364 339 1 1 NA
2019-06-07 auto 23:00 809214426 9 23:00:00 23:00:52 00:57:29 6997.0 29460 135 1 1 NA
2019-06-08 auto 11:00 809214510 10 11:00:00 11:00:55 12:46:22 6327.0 27412 185 1 1 NA
2019-06-08 auto 23:00 809214517 11 23:00:00 23:00:54 00:56:29 6935.0 27671 176 1 1 NA
2019-06-09 auto 11:00 904213788 12 11:00:00 11:01:09 12:41:31 6022.0 26086 224 1 1 NA
2019-06-09 auto 23:00 904213792 1 23:00:00 23:01:01 01:49:19 10098.0 32883 81 1 1 NA
2019-06-10 auto 11:00 904213826 2 11:00:00 11:00:42 12:48:10 6448.0 28319 158 1 1 NA
2019-06-10 auto 23:00 904213797 3 23:00:00 23:00:40 00:44:05 6205.0 25438 245 1 1 NA
2019-06-11 auto 11:00 904213812 4 11:00:00 NA NA NA NA NA 0 0 27
2019-06-11 auto 11:00 904213828 5 11:09:15 11:09:57 12:17:53 4076.0 19455 623 1 1 NA
2019-06-11 auto 23:00 904213799 6 23:00:00 23:00:51 00:45:17 6266.0 27024 191 1 1 NA
2019-06-12 auto 11:00 904213809 7 11:00:00 11:00:40 12:37:59 5839.0 25030 262 1 1 NA
2019-06-12 auto 23:00 904213825 8 23:00:00 23:00:42 00:31:57 5475.0 23271 343 1 1 NA
2019-06-13 auto 11:00 904213800 1 11:00:00 11:00:45 12:58:22 7057.0 30820 109 1 1 NA
2019-06-13 auto 23:00 809214438 2 23:00:00 NA NA NA NA NA 0 0 NA
2019-06-14 auto 11:00 904213776 3 11:00:00 11:00:50 12:16:53 4563.0 19999 577 1 1 NA
2019-06-14 auto 23:00 904213789 4 23:00:00 23:00:43 00:49:12 6509.0 27585 177 1 1 NA
2019-06-15 auto 11:00 904213790 5 11:00:00 11:00:40 12:26:51 5171.0 23101 353 1 1 NA
2019-06-15 auto 23:00 904213791 9 23:00:00 23:00:42 00:51:13 6631.0 24234 297 1 1 NA
2019-06-16 auto 11:00 904213810 10 11:00:00 11:00:43 12:36:02 5719.0 25428 248 1 1 NA
2019-06-16 auto 23:00 904213780 11 23:00:00 23:01:02 00:55:36 6874.0 29534 133 1 1 NA
2019-06-17 auto 11:00 904213827 12 11:00:00 11:00:40 12:32:56 5536.0 23181 349 1 1 NA
2019-06-17 auto 23:00 904213803 1 23:00:00 23:00:41 00:45:06 6265.0 28112 165 1 1 NA
2019-06-18 auto 11:00 904213897 2 11:00:00 11:00:43 12:51:14 6631.0 27637 177 1 1 NA
2019-06-18 auto 23:00 904213778 3 23:00:00 23:01:03 00:42:27 6084.0 29005 144 1 1 NA
2019-06-19 auto 11:00 904213813 6 11:00:00 11:00:38 12:34:56 5658.0 24693 277 1 1 NA
2019-06-19 auto 23:00 904213779 7 23:00:00 23:00:42 NA NA NA NA 1 0 13
2019-06-19 auto 23:00 904213886 8 23:12:06 23:13:10 00:24:08 4258.0 18725 708 1 1 NA
2019-06-20 auto 11:00 904213820 4 11:00:00 11:01:16 12:37:36 5780.0 23006 360 1 1 NA
2019-06-20 auto 23:00 904213793 5 23:00:01 23:00:45 00:55:19 6874.0 27386 183 1 1 NA
2019-06-21 auto 11:00 904213908 9 11:00:00 11:00:51 12:46:19 6328.0 28209 162 1 1 NA
2019-06-21 auto 23:00 904213838 10 22:55:37 NA NA NA NA NA 0 0 3
2019-06-21 auto 23:00 904213783 9 23:03:14 23:04:14 00:53:44 6570.0 28819 149 1 1 NA
2019-06-22 auto 11:00 904213830 11 11:00:00 11:00:39 NA NA NA NA 1 0 NA
2019-06-22 auto 11:00 904213804 12 11:37:20 11:38:02 13:06:15 5293.0 24661 280 1 1 NA
2019-06-22 auto 23:00 904213883 1 23:00:00 23:00:45 00:54:18 6813.0 27233 189 1 1 NA
2019-06-23 auto 11:00 904213870 2 11:00:00 11:00:44 12:46:11 6327.0 26683 206 1 1 NA
2019-06-23 auto 23:00 904213930 3 23:00:01 23:01:10 00:07:03 3953.0 16491 1020 1 1 NA
2019-06-24 auto 11:00 904213859 4 11:00:00 11:00:42 12:10:39 4197.0 18268 772 1 1 NA
2019-06-24 auto 23:00 904213860 5 23:00:00 23:00:56 00:02:46 3710.0 15443 1214 1 1 NA
2019-06-25 auto 11:00 904213784 6 11:00:00 11:00:42 12:56:17 6935.0 27924 172 1 1 NA
2019-06-25 auto 23:00 904213838 10 23:00:00 23:00:46 00:36:04 5718.0 27418 186 1 1 NA
2019-06-26 auto 11:00 904213781 7 11:00:00 11:00:43 12:14:46 4443.0 16816 987 1 1 NA
2019-06-26 auto 23:00 904213794 8 23:00:00 23:00:59 NA NA NA NA 1 0 13
2019-06-26 auto 23:00 904214081 9 23:25:23 23:26:12 01:50:11 8639.0 32194 91 1 1 NA
2019-06-27 auto 11:00 904213987 1 11:00:00 11:01:02 11:47:40 2798.0 13226 1756 1 1 NA
2019-06-27 auto 23:00 904213999 2 23:00:00 23:00:42 00:48:11 6449.0 28872 148 1 1 NA
2019-06-28 auto 11:00 904214077 3 11:00:00 11:00:42 12:25:53 5111.0 22176 414 1 1 NA
2019-06-28 auto 23:00 904213988 4 23:00:00 23:00:41 00:14:42 4441.0 19766 607 1 1 NA
2019-06-29 auto 11:00 904214008 5 11:00:00 11:00:44 13:02:25 7301.0 29022 144 1 1 NA
2019-06-29 auto 23:00 904214031 6 23:00:00 23:00:41 00:25:52 5111.0 21689 447 1 1 NA
2019-06-30 auto 11:00 904214066 11 11:00:00 NA NA NA NA NA 0 0 NA
2019-06-30 auto 23:00 904214030 12 23:00:00 23:00:55 00:01:45 3650.0 15449 1236 1 1 NA
2019-07-01 auto 11:00 904213998 1 11:00:00 NA NA NA NA NA 0 0 NA
2019-07-01 auto 23:00 904214024 2 23:00:00 NA NA NA NA NA 0 0 NA
2019-07-02 trig NA 904214024 2 10:58:45 NA NA NA NA NA 0 0 27
2019-07-02 trig NA 904214018 3 11:08:20 11:09:17 12:23:17 4440.0 18573 735 1 1 NA
2019-07-02 auto 23:00 904213997 7 23:00:01 23:01:01 00:16:03 4502.0 18374 759 1 1 NA
2019-07-03 auto 11:00 904213989 8 11:00:00 11:00:45 12:34:01 5596.0 25395 254 1 1 NA
2019-07-03 auto 23:00 904214007 9 23:00:00 23:00:42 00:21:48 4866.0 19787 608 1 1 NA
2019-07-04 auto 11:00 904214006 10 11:00:00 11:00:57 12:08:53 4076.0 17911 820 1 1 NA
2019-07-04 auto 23:00 904214066 1 23:00:00 23:00:42 00:42:05 6083.0 27713 178 1 1 NA
2019-07-05 auto 11:00 904213998 2 11:00:00 11:01:25 12:39:46 5901.0 25109 264 1 1 NA
2019-07-05 auto 23:00 904214026 3 23:00:00 23:00:58 01:07:43 7605.0 27089 194 1 1 NA
2019-07-06 auto 11:00 904213995 4 11:00:00 11:00:40 12:12:39 4319.0 19312 652 1 1 NA
2019-07-06 auto 23:00 904214015 5 23:00:00 23:00:40 01:01:33 7253.0 29493 134 1 1 NA
2019-07-07 auto 11:00 904214017 6 11:00:00 11:00:39 12:11:38 4259.0 18806 703 1 1 NA
2019-07-07 auto 23:00 810211036 7 23:00:00 23:01:06 00:10:02 4136.0 17752 837 1 1 NA
2019-07-08 auto 11:00 810211035 8 11:00:00 11:00:41 12:04:33 3832.0 17447 877 1 1 NA
2019-07-08 auto 23:00 810210935 11 23:00:00 23:00:46 00:25:56 5110.0 22775 378 1 1 NA
2019-07-09 auto 11:00 810211038 12 11:00:00 11:00:47 12:09:43 4136.0 18569 738 1 1 NA
2019-07-09 auto 23:00 810211018 1 23:00:00 23:00:42 00:31:57 5475.0 24034 311 1 1 NA
2019-07-10 auto 11:00 810211033 2 11:00:00 NA NA NA NA NA 0 0 27
2019-07-10 auto 11:00 810211011 3 11:09:38 11:10:43 12:45:00 5657.0 24860 273 1 1 NA
2019-07-10 auto 23:00 810211017 9 23:00:00 23:00:58 00:04:51 3833.0 16284 1066 1 1 NA
2019-07-11 auto 11:00 810210934 10 11:00:00 11:00:44 12:43:11 6147.0 24088 308 1 1 NA
2019-07-11 auto 23:00 810211013 4 23:00:00 23:00:53 00:40:15 5962.0 26902 201 1 1 NA
2019-07-12 auto 11:00 810210937 5 11:00:00 11:00:43 12:08:39 4076.0 15867 1151 1 1 NA
2019-07-12 auto 23:00 810210933 6 23:00:00 23:00:56 00:10:54 4198.0 18514 747 1 1 NA
2019-07-13 auto 11:00 810211025 7 11:00:00 11:01:15 12:36:34 5719.0 23891 320 1 1 NA
2019-07-13 auto 23:00 810211026 1 23:00:00 23:00:43 01:06:43 7560.0 28990 148 1 1 NA
2019-07-14 auto 11:00 904213114 2 11:00:00 11:01:28 12:44:53 6205.0 27618 181 1 1 NA
2019-07-14 auto 23:00 810211032 3 23:00:00 23:00:46 00:44:10 6204.0 27651 179 1 1 NA
2019-07-15 auto 11:00 810211027 4 11:00:00 11:01:07 12:25:15 5048.0 22379 400 1 1 NA
2019-07-15 auto 23:00 904213111 5 23:00:00 23:01:03 01:10:50 7787.0 30884 109 1 1 NA
2019-07-16 auto 11:00 904213102 8 11:00:00 11:01:07 12:25:16 5049.0 23040 362 1 1 NA
2019-07-16 auto 23:00 810211016 9 23:00:00 23:00:45 00:33:01 5536.0 22072 421 1 1 NA
2019-07-17 auto 11:00 810211024 10 10:55:40 NA NA NA NA NA 0 0 3
2019-07-17 auto 11:00 810211030 11 11:03:23 11:04:15 12:37:32 5597.0 22529 393 1 1 NA
2019-07-17 auto 23:00 810211213 12 23:00:00 23:00:44 00:40:06 5962.0 22696 381 1 1 NA
2019-07-18 auto 11:00 904213124 1 11:00:00 11:00:43 13:07:27 7604.0 31382 103 1 1 NA
2019-07-18 auto 23:00 904213122 2 23:00:00 23:00:40 00:31:55 5475.0 26766 204 1 1 NA
2019-07-19 auto 11:00 904213143 3 11:00:00 11:00:41 12:44:06 6205.0 24893 273 1 1 NA
2019-07-19 auto 23:00 810211024 10 23:00:00 23:00:55 01:06:39 7544.0 30504 118 1 1 NA
2019-07-20 auto 11:00 904213112 4 11:00:00 11:01:04 NA NA NA NA 1 0 13
2019-07-20 auto 11:00 904213145 3 11:19:16 11:20:13 13:10:45 6632.0 26289 222 1 1 NA
2019-07-20 auto 23:00 904213099 5 23:00:00 23:01:01 00:01:51 3650.0 15828 1148 1 1 NA
2019-07-21 auto 11:00 904213106 6 11:00:00 11:00:41 12:23:50 4989.0 22034 430 1 1 NA
2019-07-21 auto 23:00 904213135 7 23:00:00 23:00:40 00:08:35 4075.0 16348 1061 1 1 NA
2019-07-22 auto 11:00 904213146 8 11:00:00 11:00:44 12:44:08 6204.0 27798 176 1 1 NA
2019-07-22 auto 23:00 904213136 1 23:00:00 23:00:59 00:41:22 6023.0 25361 255 1 1 NA
2019-07-23 auto 11:00 904213125 2 11:00:00 11:00:57 12:19:01 4684.0 17615 864 1 1 NA
2019-07-23 auto 23:00 904213150 9 22:57:22 NA NA NA NA NA 0 0 3
2019-07-23 auto 23:00 904214047 8 23:04:54 23:05:34 01:00:09 6875.0 30117 123 1 1 NA
2019-07-24 auto 11:00 904213101 11 11:00:00 11:00:48 12:57:24 6996.0 27058 196 1 1 NA
2019-07-24 auto 23:00 904213116 12 23:00:00 23:00:43 00:08:39 4076.0 17234 920 1 1 NA
2019-07-25 auto 11:00 904213107 1 11:00:00 11:00:42 12:47:09 6387.0 28236 163 1 1 NA
2019-07-25 auto 23:00 904213113 3 23:00:00 23:00:56 00:10:54 4198.0 18454 754 1 1 NA
