08:06:30 666	Chargement/loading [ 1 ]
08:30:14 730	Chargement/Loading [ 7 ] 904213875 6.1V 6449Hz TR=244Cx10:TC=244Cx10:KT=099814:UR=53%:UC=55%:KU=0000
08:30:25 275	Door closed

10:50:00 345	======================= Launch planned 11:00 =====================
10:50:00 345	Sondes list :   0.1   0.1   0.1   0.1   0.1   0.1   0.1   3.7   3.7   3.7   3.7   3.7
10:50:00 345	Flowmeter : 16.5°C, 1.265 bar
10:50:00 345	Wind OK    (3.5 m/s   164°)
10:50:00 688	Radiosounding software connection
10:50:05 742	IR2010 --> STATION OK. PRESSION BARO=1006.1
10:50:05 742	IR2010 <-- 11404.0 MHz ?
10:50:15 882	IR2010 --> FREQUENCE LIBRE
10:50:15 882	IR2010 <-- 14SOL DD=161° :FF=3.9M/S :T=30.12°C :U=45.7%
10:50:15 882	Relaunch parameters 10min 300hPa
10:50:15 960	############## SONDE [ 8 ] 810211113   404.000 MHz ##############
10:50:15 960	Age sonde 3.7, balloon 3.7, position 06h
10:50:15 960	IR2010 <-- 12SONDE EN MARCHE EFFECTUE :SN=810211113 :TR=257Cx10 :TC=260Cx10 :KT=101241 :UR=66% :UC=64% :KU=6375
10:50:54 446	IR2010 --> FICHIERS CREES=c:\gpsonde\Data\2019\BA201908311050.cor
10:50:54 446	IR2010 --> SONDE 810211113 OK : 20.2°C 51.0% 5.6V
10:50:54 446	Camera: 20190831_1050_1.jpg
10:51:29 499	############## INFLATION 1000 l, Source 1, 1.265 bar #############
10:51:55 629	Balloon detection low     (66 l, 162 l/mn, 1.357 bar)
10:52:49 356	Balloon detection high    (211 l, 162 l/mn, 1.360 bar)
10:57:41 326	Inflation end [ 8 ]      (1001 l, 163.6 l/min, remaining 5.4 m3 / 0.0 m3)
10:58:45 582	Gas pressure 1.054 bar -> 1.380 bar  (+0.326 bar/min)
11:00:00 634	########################### LAUNCH ###############################
11:00:00 634	Roof opening
11:00:00 634	IR2010 <-- 17PING 
11:00:00 634	IR2010 --> PING LAST DATA SONDE 1s AGO, Alt=98.0m Ascent=0.0m/s Lat=41.384509 Lng=2.117451 T=20.7°C U=51.7% GpsTime=39629
11:00:15 158	Roof open
11:00:15 844	IR2010 <-- 14SOL DD=147° :FF=2.1M/S :T=30.47°C :U=45.8%
11:00:16 172	Balloon [ 8 ] release   (wind 2.1 m/s   147°)
11:00:16 172	IR2010 <-- 08LACHER EFFECTUE
11:00:18 090	Sonde [ 8 ] OUT
11:00:18 995	Balloon absence low 
11:00:19 635	Balloon absence high
11:00:25 968	Roof closure
11:00:41 444	Roof closed
11:00:41 444	Roof closed
11:00:43 706	IR2010 --> DEPART DETECTE
12:43:08 447	IR2010 --> SONDAGE OK 26983m 19.5hPa 4.3m/s
12:43:08 447	IR2010 <-- 16ARRET
12:43:08 463	======================= Radiosounding end ========================
12:43:08 463	Next launch : 31 ag 23:00


22:50:00 050	======================= Launch planned 23:00 =====================
22:50:00 050	Sondes list :   0.6   0.6   0.6   0.6   0.6   0.6   0.6   X   4.2   4.2   4.2   4.2
22:50:00 050	Flowmeter : 23.0°C, 1.300 bar
22:50:00 050	Wind OK    (2.0 m/s   31°)
22:50:00 456	Radiosounding software connection
22:50:05 510	IR2010 --> STATION OK. PRESSION BARO=1004.8
22:50:05 510	IR2010 <-- 11404.0 MHz ?
22:50:15 650	IR2010 --> FREQUENCE LIBRE
22:50:15 650	IR2010 <-- 14SOL DD=029° :FF=1.9M/S :T=25.79°C :U=45.8%
22:50:15 650	Relaunch parameters 10min 300hPa
22:50:16 227	############## SONDE [ 9 ] 810211109   404.000 MHz ##############
22:50:16 227	Age sonde 4.2, balloon 4.2, position 01h
22:50:16 227	IR2010 <-- 12SONDE EN MARCHE EFFECTUE :SN=810211109 :TR=258Cx10 :TC=260Cx10 :KT=100583 :UR=69% :UC=66% :KU=6406
22:50:53 199	IR2010 --> FICHIERS CREES=c:\gpsonde\Data\2019\BA201908312250.cor
22:50:53 199	IR2010 --> SONDE 810211109 OK : 22.5°C 69.7% 5.7V
22:50:53 199	Camera: 20190831_2250_1.jpg
22:51:00 625	############## INFLATION 1000 l, Source 1, 1.299 bar #############
22:51:20 359	Balloon detection low     (49 l, 162 l/mn, 1.356 bar)
22:52:26 238	Balloon detection high    (227 l, 162 l/mn, 1.357 bar)
22:57:14 417	Inflation end [ 9 ]      (1003 l, 162.4 l/min, remaining 4.3 m3 / 0.0 m3)
22:58:18 939	Gas pressure 1.088 bar -> 1.382 bar  (+0.294 bar/min)
23:00:00 355	########################### LAUNCH ###############################
23:00:00 355	Roof opening
23:00:00 355	IR2010 <-- 17PING 
23:00:00 355	IR2010 --> PING LAST DATA SONDE 1s AGO, Alt=98.0m Ascent=0.0m/s Lat=41.384484 Lng=2.117507 T=22.8°C U=66.7% GpsTime=82830
23:00:15 065	Roof open
23:00:15 565	IR2010 <-- 14SOL DD=021° :FF=0.1M/S :T=25.75°C :U=46.4%
23:00:16 126	Balloon [ 9 ] release   (wind 0.1 m/s   21°)
23:00:16 126	IR2010 <-- 08LACHER EFFECTUE
23:00:17 405	Sonde [ 9 ] OUT
23:00:18 903	Balloon absence high
23:00:18 903	Balloon absence low 
23:00:25 689	Roof closure
23:00:41 351	Roof closed
23:00:44 768	IR2010 --> DEPART DETECTE
01:04:40 059	IR2010 --> SONDAGE OK 30955m 10.7hPa 4.2m/s
01:04:40 059	IR2010 <-- 16ARRET
01:04:40 075	======================= Radiosounding end ========================
01:04:40 075	Next launch : 01 set 11:00

