"Data"	"Sessio"	"Realitzat"	"Hora"	"Durada"	"Altitud"	"Pressio"	"Rellancaments"	"Fallida"	"Sondes"
2016-05-15	"mati"	"Si"	"12:43:05"	102	28264	15.5	0	"Correcte"	1
2016-05-15	"nit"	"Si"	"00:45:07"	104	29014	14	0	"Correcte"	1
2016-05-16	"mati"	"Si"	"12:32:56"	92	26401	20.7	0	"Correcte"	1
2016-05-16	"nit"	"Si"	"00:11:38"	70	19367	61.7	0	"Correcte"	1
2016-05-17	"mati"	"Si"	"12:25:51"	85	26344	20.7	0	"Correcte"	1
2016-05-17	"nit"	"Si"	"23:55:25"	54	16146	102.6	0	"Correcte"	1
2016-05-18	"mati"	"Si"	"12:00:31"	59	16334	99.5	0	"Correcte"	1
2016-05-18	"nit"	"Si"	"00:48:08"	107	31230	NA	0	"Correcte"	1
2016-05-19	"mati"	"Si"	"12:29:53"	89	25911	22.2	0	"Correcte"	1
2016-05-19	"nit"	"Si"	"01:04:22"	123	30705	10.8	0	"Correcte"	1
2016-05-20	"mati"	"Si"	"12:04:34"	63	15896	107.8	0	"Correcte"	1
2016-05-20	"nit"	"Si"	"00:22:48"	82	24472	28	0	"Correcte"	1
2016-05-21	"mati"	"Si"	"12:27:54"	87	24981	25.9	0	"Correcte"	1
2016-05-21	"nit"	"Si"	"00:35:57"	95	27244	18.3	0	"Correcte"	1
2016-05-22	"mati"	"Si"	"12:33:58"	93	26818	19.6	0	"Correcte"	1
2016-05-22	"nit"	"Si"	"00:39:01"	98	23812	31.1	0	"Correcte"	1
2016-05-23	"mati"	"Si"	"12:26:53"	86	23257	34	0	"Correcte"	1
2016-05-23	"nit"	"Si"	"00:29:57"	89	24743	27	0	"Correcte"	1
2016-05-24	"mati"	"Si"	"12:35:01"	94	26398	20.8	0	"Correcte"	1
2016-05-24	"nit"	"Si"	"00:37:01"	96	26091	21.7	0	"Correcte"	1
2016-05-25	"mati"	"Si"	"12:39:01"	98	29068	13.9	0	"Correcte"	1
2016-05-25	"nit"	"Si"	"00:42:06"	101	29136	13.7	0	"Correcte"	1
2016-05-26	"mati"	"Si"	"12:15:43"	74	20047	56.3	0	"Correcte"	1
2016-05-26	"nit"	"Si"	"00:32:57"	92	27169	18.6	0	"Correcte"	1
2016-05-27	"mati"	"Si"	"12:39:17"	98	28965	14.1	0	"Correcte"	1
2016-05-27	"nit"	"Si"	"00:37:59"	97	27294	18.2	0	"Correcte"	1
2016-05-28	"mati"	"Si"	"12:27:54"	87	26317	21.1	0	"Correcte"	1
2016-05-28	"nit"	"Si"	"00:37:01"	96	26984	19.1	0	"Correcte"	1
2016-05-29	"mati"	"Si"	"12:40:21"	99	27656	17.2	0	"Correcte"	1
2016-05-29	"nit"	"Si"	"00:29:55"	89	25761	23	0	"Correcte"	1
2016-05-30	"mati"	"Si"	"12:23:48"	83	23490	32.6	0	"Correcte"	1
2016-05-30	"nit"	"Si"	"00:45:07"	104	29162	13.7	0	"Correcte"	1
2016-05-31	"mati"	"Si"	"12:28:51"	88	21546	44.4	0	"Correcte"	1
2016-05-31	"nit"	"Si"	"00:07:35"	66	17444	85.4	0	"Correcte"	1
2016-06-01	"mati"	"Si"	"12:20:43"	80	22132	40.6	0	"Correcte"	1
2016-06-01	"nit"	"Si"	"00:34:59"	94	26509	20.5	0	"Correcte"	1
2016-06-02	"mati"	"Si"	"12:32:56"	92	25941	22.3	0	"Correcte"	1
2016-06-02	"nit"	"Si"	"00:33:57"	93	24307	28.8	0	"Correcte"	1
2016-06-03	"mati"	"Si"	"12:33:55"	93	26871	19.4	0	"Correcte"	1
2016-06-03	"nit"	"Si"	"00:30:56"	87	24279	28.9	1	"B10"	2
2016-06-04	"mati"	"Si"	"12:12:39"	71	21606	43.8	0	"Correcte"	1
2016-06-04	"nit"	"Si"	"00:27:52"	87	25483	24	0	"Correcte"	1
2016-06-05	"mati"	"Si"	"12:44:03"	103	30288	11.6	1	"B2"	1
2016-06-05	"nit"	"Si"	"00:33:57"	93	27342	18.2	0	"Correcte"	1
2016-06-06	"mati"	"Si"	"12:32:55"	92	27673	17.4	0	"Correcte"	1
2016-06-06	"nit"	"Si"	"00:44:06"	103	29495	13.3	0	"Correcte"	1
2016-06-07	"mati"	"Si"	"12:53:16"	112	26555	20.6	0	"Correcte"	1
2016-06-07	"nit"	"Si"	"00:16:43"	76	23330	33.9	0	"Correcte"	1
2016-06-08	"mati"	"Si"	"12:34:59"	94	26786	20	0	"Correcte"	1
2016-06-08	"nit"	"Si"	"01:58:39"	91	27273	18.4	1	"B2"	2
2016-06-09	"mati"	"Si"	"12:23:49"	83	24654	27.3	0	"Correcte"	1
2016-06-09	"nit"	"Si"	"00:26:50"	86	24762	26.9	0	"Correcte"	1
2016-06-10	"mati"	"Si"	"12:21:47"	81	24508	28	0	"Correcte"	1
2016-06-10	"nit"	"Si"	"00:03:33"	62	17853	79.9	0	"Correcte"	1
2016-06-11	"mati"	"Si"	"12:29:57"	89	26643	20.3	0	"Correcte"	1
2016-06-11	"nit"	"Si"	"00:25:50"	85	23257	34.1	0	"Correcte"	1
2016-06-12	"mati"	"Si"	"12:35:59"	95	28858	14.6	0	"Correcte"	1
2016-06-12	"nit"	"Si"	"00:08:35"	67	19315	63.5	0	"Correcte"	1
2016-06-13	"mati"	"Si"	"12:20:45"	80	23377	33.5	0	"Correcte"	1
2016-06-13	"nit"	"Si"	"00:21:45"	81	24427	28.4	0	"Correcte"	1
2016-06-14	"mati"	"Si"	"12:57:18"	116	26963	19.3	0	"Correcte"	1
2016-06-14	"nit"	"Si"	"00:25:51"	85	23678	32	0	"Correcte"	1
2016-06-15	"mati"	"Si"	"12:46:07"	105	30217	11.9	0	"Correcte"	1
2016-06-15	"nit"	"Si"	"00:37:39"	80	20310	54	2	"B2 B3"	2
2016-06-16	"mati"	"Si"	"12:30:56"	90	26913	19.6	0	"Correcte"	1
2016-06-16	"nit"	"Si"	"00:41:03"	100	28751	14.8	0	"Correcte"	1
2016-06-17	"mati"	"Si"	"12:39:01"	98	28547	15.4	0	"Correcte"	1
2016-06-17	"nit"	"Si"	"00:09:34"	68	20446	53.6	0	"Correcte"	1
2016-06-18	"mati"	"Si"	"12:53:13"	112	27667	17.6	0	"Correcte"	1
2016-06-18	"nit"	"Si"	"00:58:20"	117	30987	10.7	0	"Correcte"	1
2016-06-19	"mati"	"Si"	"13:00:47"	78	22645	38	1	"B2"	2
2016-06-19	"nit"	"Si"	"01:04:21"	123	28133	16.4	0	"Correcte"	1
2016-06-20	"mati"	"Si"	"13:17:32"	136	31926	NA	0	"Correcte"	1
2016-06-20	"nit"	"Si"	"00:29:54"	89	25756	23.6	0	"Correcte"	1
2016-06-21	"mati"	"Si"	"12:29:52"	89	27803	17.2	0	"Correcte"	1
2016-06-21	"nit"	"Si"	"00:33:56"	93	27181	19	0	"Correcte"	1
2016-06-22	"mati"	"No"	NA	NA	NA	NA	1	"B9 B10"	2
2016-06-22	"nit"	"Si"	"00:45:06"	104	29990	12.4	0	"Correcte"	1
2016-06-23	"mati"	"Si"	"12:32:15"	91	26714	20.4	0	"Correcte"	1
2016-06-23	"nit"	"Si"	"00:36:59"	96	28840	14.8	0	"Correcte"	1
2016-06-24	"mati"	"Si"	"12:29:52"	89	24728	27.5	0	"Correcte"	1
2016-06-24	"nit"	"Si"	"00:56:16"	115	29016	14.4	0	"Correcte"	1
2016-06-25	"mati"	"Si"	"12:40:03"	99	27799	17.2	0	"Correcte"	1
2016-06-25	"nit"	"Si"	"01:05:26"	124	30685	11.3	0	"Correcte"	1
2016-06-26	"mati"	"Si"	"12:30:53"	90	26261	21.9	0	"Correcte"	1
2016-06-26	"nit"	"Si"	"00:50:11"	109	31726	NA	0	"Correcte"	1
2016-06-27	"mati"	"Si"	"12:28:51"	88	24822	27.2	0	"Correcte"	1
2016-06-27	"nit"	"No"	NA	NA	NA	NA	1	"B3 B4"	2
2016-06-28	"mati"	"Si"	"12:32:56"	92	26280	21.7	0	"Correcte"	1
2016-06-28	"nit"	"Si"	"00:14:41"	73	19543	62.1	0	"Correcte"	1
2016-06-29	"mati"	"Si"	"12:22:48"	82	23867	31.6	0	"Correcte"	1
2016-06-29	"nit"	"Si"	"00:38:00"	97	22833	37.2	0	"Correcte"	1
2016-06-30	"mati"	"Si"	"12:59:20"	118	28490	15.7	0	"Correcte"	1
2016-06-30	"nit"	"Si"	"01:00:20"	119	29159	14.3	0	"Correcte"	1
2016-07-01	"mati"	"Si"	"12:21:52"	81	23097	35.8	0	"Correcte"	1
2016-07-01	"nit"	"Si"	"00:38:02"	97	27938	17.1	0	"Correcte"	1
2016-07-02	"mati"	"Si"	"12:57:04"	105	30315	11.9	1	"B12"	2
2016-07-02	"nit"	"Si"	"00:50:10"	109	31365	10.2	0	"Correcte"	1
2016-07-03	"mati"	"Si"	"12:35:58"	95	29489	13.5	1	"B3"	1
2016-07-03	"nit"	"Si"	"00:30:56"	90	27006	19.7	0	"Correcte"	1
2016-07-04	"mati"	"Si"	"13:00:18"	119	29523	13.5	0	"Correcte"	1
2016-07-04	"nit"	"Si"	"00:44:06"	103	29478	13.6	0	"Correcte"	1
2016-07-05	"mati"	"Si"	"12:30:56"	90	24009	31	0	"Correcte"	1
2016-07-05	"nit"	"Si"	"00:31:54"	91	27008	19.6	0	"Correcte"	1
2016-07-06	"mati"	"Si"	"12:44:05"	101	29695	13.1	0	"Correcte"	1
2016-07-06	"nit"	"Si"	"00:37:02"	96	27660	17.8	0	"Correcte"	1
2016-07-07	"mati"	"Si"	"12:45:04"	104	29094	14.4	1	"B3"	1
2016-07-07	"nit"	"Si"	"00:43:21"	83	23921	31.5	1	"B5"	2
2016-07-08	"mati"	"Si"	"12:27:55"	87	25010	26.7	0	"Correcte"	1
2016-07-08	"nit"	"Si"	"00:32:55"	92	26677	20.8	0	"Correcte"	1
2016-07-09	"mati"	"Si"	"12:29:52"	89	25884	23.4	0	"Correcte"	1
2016-07-09	"nit"	"Si"	"00:54:43"	100	28924	14.8	1	"B12"	2
2016-07-10	"mati"	"Si"	"13:00:19"	119	28281	16.3	0	"Correcte"	1
2016-07-10	"nit"	"Si"	"00:09:36"	68	19348	65.1	0	"Correcte"	1
2016-07-11	"mati"	"Si"	"12:31:55"	91	26360	21.7	0	"Correcte"	1
2016-07-11	"nit"	"Si"	"00:24:48"	84	23155	35.6	0	"Correcte"	1
2016-07-12	"mati"	"Si"	"14:03:15"	98	28594	15.5	2	"B3 B4"	2
2016-07-12	"nit"	"Si"	"00:53:18"	112	31828	NA	0	"Correcte"	1
2016-07-13	"mati"	"Si"	"12:25:53"	85	25447	25	0	"Correcte"	1
2016-07-13	"nit"	"Si"	"23:53:23"	52	14212	145.8	0	"Correcte"	1
2016-07-14	"mati"	"Si"	"12:20:46"	80	23676	32.9	0	"Correcte"	1
2016-07-14	"nit"	"Si"	"00:44:06"	103	30218	12.2	0	"Correcte"	1
2016-07-15	"mati"	"Si"	"12:45:07"	104	29742	13.1	0	"Correcte"	1
2016-07-15	"nit"	"Si"	"00:14:43"	73	22341	40.6	0	"Correcte"	1
2016-07-16	"mati"	"Si"	"12:21:44"	81	22889	37.3	0	"Correcte"	1
2016-07-16	"nit"	"Si"	"00:36:58"	96	27049	19.7	0	"Correcte"	1
2016-07-17	"mati"	"Si"	"12:30:56"	90	26058	22.9	0	"Correcte"	1
2016-07-17	"nit"	"Si"	"00:56:14"	115	28656	15.5	0	"Correcte"	1
2016-07-18	"mati"	"Si"	"13:25:41"	99	27754	17.6	2	"B2 B10"	2
2016-07-18	"nit"	"Si"	"00:24:50"	84	22857	37.6	0	"Correcte"	1
2016-07-19	"mati"	"Si"	"12:30:56"	90	25585	24.5	0	"Correcte"	1
2016-07-19	"nit"	"Si"	"00:49:13"	108	30402	11.9	0	"Correcte"	1
2016-07-20	"mati"	"Si"	"12:45:06"	104	30411	11.9	0	"Correcte"	1
2016-07-20	"nit"	"Si"	"00:52:10"	111	31829	NA	0	"Correcte"	1
2016-07-21	"mati"	"Si"	"12:52:13"	111	27646	18	0	"Correcte"	1
2016-07-21	"nit"	"Si"	"00:05:34"	64	16893	97.1	0	"Correcte"	1
2016-07-22	"mati"	"Si"	"12:09:37"	68	19057	69.1	0	"Correcte"	1
2016-07-22	"nit"	"Si"	"00:35:00"	94	25567	24.7	0	"Correcte"	1
2016-07-23	"mati"	"Si"	"12:17:43"	77	22104	42.2	0	"Correcte"	1
2016-07-23	"nit"	"Si"	"00:23:51"	83	23794	32.3	0	"Correcte"	1
2016-07-24	"mati"	"Si"	"12:31:54"	91	26481	21.5	0	"Correcte"	1
2016-07-24	"nit"	"Si"	"01:03:22"	122	30270	12.1	0	"Correcte"	1
2016-07-25	"mati"	"Si"	"12:29:57"	89	26034	23	0	"Correcte"	1
2016-07-25	"nit"	"Si"	"00:36:59"	96	27043	19.8	0	"Correcte"	1
2016-07-26	"mati"	"Si"	"12:19:46"	79	23234	35.3	0	"Correcte"	1
2016-07-26	"nit"	"Si"	"00:32:57"	92	25945	23.3	0	"Correcte"	1
2016-07-27	"mati"	"Si"	"12:33:59"	93	27598	18.2	0	"Correcte"	1
2016-07-27	"nit"	"Si"	"00:01:31"	60	17585	86.3	0	"Correcte"	1
2016-07-28	"mati"	"Si"	"12:09:37"	68	18681	72.4	0	"Correcte"	1
2016-07-28	"nit"	"Si"	"00:43:03"	102	27479	18.4	0	"Correcte"	1
2016-07-29	"mati"	"Si"	"12:22:48"	82	24188	30.5	0	"Correcte"	1
2016-07-29	"nit"	"Si"	"00:28:53"	88	23870	32	0	"Correcte"	1
2016-07-30	"mati"	"Si"	"12:27:53"	87	26144	22.6	0	"Correcte"	1
2016-07-30	"nit"	"Si"	"00:10:40"	69	20629	53.2	0	"Correcte"	1
2016-07-31	"mati"	"Si"	"12:23:48"	83	23667	32.9	0	"Correcte"	1
2016-07-31	"nit"	"Si"	"00:27:52"	87	25047	26.6	0	"Correcte"	1
2016-08-01	"mati"	"Si"	"12:33:01"	92	24694	28.1	0	"Correcte"	1
2016-08-01	"nit"	"Si"	"00:12:39"	71	21238	48.3	0	"Correcte"	1
2016-08-02	"mati"	"Si"	"12:52:10"	111	28831	15	0	"Correcte"	1
2016-08-02	"nit"	"Si"	"00:54:17"	113	27599	18.1	0	"Correcte"	1
2016-08-03	"mati"	"Si"	"12:35:59"	95	25226	25.9	0	"Correcte"	1
2016-08-03	"nit"	"Si"	"00:36:58"	96	26665	20.8	0	"Correcte"	1
2016-08-04	"mati"	"Si"	"12:21:46"	81	21822	43.8	0	"Correcte"	1
2016-08-04	"nit"	"Si"	"00:27:53"	87	24557	28.7	0	"Correcte"	1
2016-08-05	"mati"	"Si"	"12:27:53"	87	24877	27.3	0	"Correcte"	1
2016-08-05	"nit"	"Si"	"00:47:07"	106	26139	22.7	0	"Correcte"	1
2016-08-06	"mati"	"Si"	"12:28:52"	88	24969	27.1	0	"Correcte"	1
2016-08-06	"nit"	"Si"	"00:31:56"	91	26579	21.2	0	"Correcte"	1
2016-08-07	"mati"	"Si"	"12:04:34"	63	18559	74.2	0	"Correcte"	1
2016-08-07	"nit"	"Si"	"00:20:45"	80	23025	36.6	0	"Correcte"	1
2016-08-08	"mati"	"Si"	"12:17:44"	77	21113	49.2	0	"Correcte"	1
2016-08-08	"nit"	"Si"	"23:55:24"	54	14874	133.7	0	"Correcte"	1
2016-08-09	"mati"	"Si"	"12:26:50"	86	23576	33.4	0	"Correcte"	1
2016-08-09	"nit"	"Si"	"01:12:30"	131	21710	44.6	0	"Correcte"	1
2016-08-10	"mati"	"Si"	"15:20:30"	87	25573	24.6	0	"Correcte"	1
2016-08-10	"nit"	"Si"	"00:44:05"	103	27587	18.1	0	"Correcte"	1
2016-08-11	"mati"	"Si"	"12:22:51"	82	23071	36.1	0	"Correcte"	1
2016-08-11	"nit"	"Si"	"00:20:46"	80	22885	37.3	0	"Correcte"	1
2016-08-12	"mati"	"Si"	"12:22:46"	82	23078	36.3	0	"Correcte"	1
2016-08-12	"nit"	"Si"	"00:30:55"	90	23905	31.9	0	"Correcte"	1
2016-08-13	"mati"	"Si"	"12:47:03"	105	28333	16.1	1	"B9"	1
2016-08-13	"nit"	"Si"	"00:26:07"	80	22565	39.3	1	"B10"	2
2016-08-14	"mati"	"Si"	"12:34:58"	94	26291	22	0	"Correcte"	1
2016-08-14	"nit"	"Si"	"00:34:00"	93	27297	18.9	0	"Correcte"	1
2016-08-15	"mati"	"Si"	"12:15:40"	75	21793	44.2	2	"B2 B3"	1
2016-08-15	"nit"	"Si"	"00:51:11"	110	30579	11.5	0	"Correcte"	1
2016-08-16	"mati"	"No"	NA	NA	NA	NA	0	"B1"	1
2016-08-16	"nit"	"Si"	"00:50:10"	109	31977	NA	0	"Correcte"	1
2016-08-17	"mati"	"Si"	"12:13:42"	72	20642	52.6	0	"Correcte"	1
2016-08-17	"nit"	"Si"	"00:47:09"	106	30213	12.1	0	"Correcte"	1
2016-08-18	"mati"	"Si"	"12:34:58"	94	26895	19.9	0	"Correcte"	1
2016-08-18	"nit"	"Si"	"00:38:01"	97	29798	12.9	0	"Correcte"	1
2016-08-19	"mati"	"Si"	"12:51:41"	66	19287	65.4	1	"B6"	2
2016-08-19	"nit"	"Si"	"00:45:27"	99	28419	15.9	2	"B8 B9"	2
2016-08-20	"mati"	"No"	NA	NA	NA	NA	1	"B1 B2"	2
2016-08-20	"nit"	"Si"	"00:35:59"	95	28714	15.2	0	"Correcte"	1
2016-08-21	"mati"	"Si"	"12:48:23"	107	28985	14.7	0	"Correcte"	1
2016-08-21	"nit"	"Si"	"00:52:11"	111	31122	10.6	0	"Correcte"	1
2016-08-22	"mati"	"Si"	"12:26:57"	85	25473	25	0	"Correcte"	1
2016-08-22	"nit"	"Si"	"00:51:13"	110	31701	NA	0	"Correcte"	1
2016-08-23	"mati"	"Si"	"13:32:01"	95	27380	18.5	1	"B7"	2
2016-08-23	"nit"	"Si"	"00:37:02"	96	28897	14.7	0	"Correcte"	1
2016-08-24	"mati"	"Si"	"12:29:54"	89	26065	22.6	0	"Correcte"	1
2016-08-24	"nit"	"Si"	"00:32:58"	92	25234	25.6	0	"Correcte"	1
2016-08-25	"mati"	"Si"	"12:43:12"	92	26720	20.3	1	"B10"	2
2016-08-25	"nit"	"Si"	"00:29:55"	89	25166	25.9	0	"Correcte"	1
2016-08-26	"mati"	"Si"	"12:27:54"	87	25128	26.1	0	"Correcte"	1
2016-08-26	"nit"	"Si"	"00:29:55"	89	25251	25.7	0	"Correcte"	1
2016-08-27	"mati"	"Si"	"12:43:25"	102	28576	15.5	0	"Correcte"	1
2016-08-27	"nit"	"Si"	"00:42:05"	101	28957	14.6	0	"Correcte"	1
2016-08-28	"mati"	"No"	NA	NA	NA	NA	2	"B5 B11 B10"	2
2016-08-28	"nit"	"Si"	"00:27:52"	87	25879	23.3	0	"Correcte"	1
2016-08-29	"mati"	"Si"	"12:35:58"	95	27339	18.6	0	"Correcte"	1
2016-08-29	"nit"	"Si"	"00:39:01"	98	22721	37.9	1	"B8"	1
2016-08-30	"mati"	"Si"	"12:44:05"	103	30882	10.9	0	"Correcte"	1
2016-08-30	"nit"	"Si"	"00:30:56"	90	25736	23.7	0	"Correcte"	1
2016-08-31	"mati"	"Si"	"12:34:58"	94	26273	21.8	0	"Correcte"	1
2016-08-31	"nit"	"Si"	"00:30:56"	90	27326	18.6	0	"Correcte"	1
2016-09-01	"mati"	"Si"	"13:08:38"	126	31476	NA	0	"Correcte"	1
2016-09-01	"nit"	"Si"	"01:00:21"	119	30406	11.7	0	"Correcte"	1
2016-09-02	"mati"	"Si"	"13:04:26"	104	29365	13.6	1	"B8"	2
2016-09-02	"nit"	"Si"	"01:21:52"	105	30696	11.2	1	"B4"	2
2016-09-03	"mati"	"Si"	"12:31:54"	91	26338	21.5	0	"Correcte"	1
2016-09-03	"nit"	"Si"	"00:16:43"	76	22281	40.3	0	"Correcte"	1
2016-09-04	"mati"	"Si"	"12:27:52"	87	24627	27.9	0	"Correcte"	1
2016-09-04	"nit"	"Si"	"00:45:08"	104	26711	20.3	0	"Correcte"	1
2016-09-05	"mati"	"Si"	"12:37:59"	97	27958	16.8	0	"Correcte"	1
2016-09-05	"nit"	"Si"	"00:40:05"	99	28532	15.4	0	"Correcte"	1
2016-09-06	"mati"	"Si"	"12:23:48"	83	23324	34.5	0	"Correcte"	1
2016-09-06	"nit"	"Si"	"01:52:19"	111	30847	10.8	1	"B12"	2
2016-09-07	"mati"	"Si"	"12:30:57"	90	26003	22.6	0	"Correcte"	1
2016-09-07	"nit"	"Si"	"00:42:08"	101	29633	12.9	0	"Correcte"	1
2016-09-08	"mati"	"Si"	"13:03:21"	122	30265	11.7	0	"Correcte"	1
2016-09-08	"nit"	"Si"	"00:38:03"	97	27599	17.5	0	"Correcte"	1
2016-09-09	"mati"	"Si"	"12:08:35"	67	20171	56.1	0	"Correcte"	1
2016-09-09	"nit"	"Si"	"00:31:59"	91	21763	43.6	0	"Correcte"	1
2016-09-10	"mati"	"Si"	"12:19:06"	78	21717	43.8	0	"Correcte"	1
2016-09-10	"nit"	"Si"	"00:33:59"	93	26370	21.2	0	"Correcte"	1
2016-09-11	"mati"	"Si"	"12:37:01"	96	26229	21.6	0	"Correcte"	1
2016-09-11	"nit"	"Si"	"00:58:20"	117	31522	NA	0	"Correcte"	1
2016-09-12	"mati"	"Si"	"13:30:24"	122	30876	10.6	1	"B9"	2
2016-09-12	"nit"	"Si"	"00:37:00"	96	26559	20.6	0	"Correcte"	1
2016-09-13	"mati"	"Si"	"13:31:46"	105	29561	13	2	"B11 B12"	3
2016-09-13	"nit"	"No"	NA	NA	NA	NA	1	"B2 B3"	2
2016-09-14	"mati"	"Si"	"13:32:49"	106	30924	10.6	1	"B4"	2
2016-09-14	"nit"	"Si"	"00:45:32"	104	28911	14.3	0	"Correcte"	1
2016-09-15	"mati"	"Si"	"12:28:54"	88	25707	23.3	0	"Correcte"	1
2016-09-15	"nit"	"Si"	"00:51:12"	110	32072	NA	0	"Correcte"	1
2016-09-16	"mati"	"Si"	"13:39:54"	113	31528	NA	1	"B1"	2
2016-09-16	"nit"	"Si"	"01:03:21"	122	30118	11.8	0	"Correcte"	1
2016-09-17	"mati"	"Si"	"12:46:10"	105	29791	12.4	0	"Correcte"	1
2016-09-17	"nit"	"Si"	"00:57:20"	116	30397	11.3	0	"Correcte"	1
2016-09-18	"mati"	"Si"	"12:14:44"	74	20610	51.7	0	"Correcte"	1
2016-09-18	"nit"	"Si"	"00:40:05"	99	28767	14.4	0	"Correcte"	1
2016-09-19	"mati"	"Si"	"12:42:05"	101	27685	16.9	0	"Correcte"	1
2016-09-19	"nit"	"Si"	"23:58:30"	57	17132	89.7	0	"Correcte"	1
2016-09-20	"mati"	"Si"	"12:57:18"	116	30939	10.4	0	"Correcte"	1
2016-09-20	"nit"	"Si"	"00:47:09"	106	30244	11.5	0	"Correcte"	1
2016-09-21	"mati"	"Si"	"13:11:31"	130	30239	11.6	0	"Correcte"	1
2016-09-21	"nit"	"Si"	"00:38:01"	97	30056	12	0	"Correcte"	1
2016-09-22	"mati"	"Si"	"13:03:22"	122	31367	NA	0	"Correcte"	1
2016-09-22	"nit"	"Si"	"00:27:53"	87	25090	25.8	0	"Correcte"	1
2016-09-23	"mati"	"Si"	"12:28:53"	88	26254	21.5	0	"Correcte"	1
2016-09-23	"nit"	"Si"	"23:55:29"	54	14958	127.3	0	"Correcte"	1
2016-09-24	"mati"	"Si"	"12:34:58"	94	27278	18.4	0	"Correcte"	1
2016-09-24	"nit"	"Si"	"00:23:51"	83	23897	30.8	0	"Correcte"	1
2016-09-25	"mati"	"Si"	"12:43:05"	102	30599	10.9	0	"Correcte"	1
2016-09-25	"nit"	"Si"	"00:41:06"	100	29233	13.4	0	"Correcte"	1
2016-09-26	"mati"	"Si"	"12:37:02"	96	26999	18.8	0	"Correcte"	1
2016-09-26	"nit"	"Si"	"00:45:10"	104	30256	11.5	0	"Correcte"	1
2016-09-27	"mati"	"Si"	"12:34:01"	93	25959	22.2	0	"Correcte"	1
2016-09-27	"nit"	"Si"	"00:41:04"	100	25641	23.4	0	"Correcte"	1
2016-09-28	"mati"	"Si"	"12:43:10"	102	26336	21	0	"Correcte"	1
2016-09-28	"nit"	"Si"	"00:27:54"	87	24427	28.3	0	"Correcte"	1
2016-09-29	"mati"	"Si"	"12:39:01"	98	27261	18.1	0	"Correcte"	1
2016-09-29	"nit"	"Si"	"00:31:57"	91	25696	23	0	"Correcte"	1
2016-09-30	"mati"	"Si"	"12:50:18"	103	30503	10.9	1	"B4"	2
2016-09-30	"nit"	"Si"	"00:15:42"	75	21535	44.1	0	"Correcte"	1
2016-10-01	"mati"	"Si"	"12:15:44"	75	20610	50.9	0	"Correcte"	1
2016-10-01	"nit"	"Si"	"00:53:15"	112	26722	19.5	0	"Correcte"	1
2016-10-02	"mati"	"Si"	"12:35:57"	95	28708	14.4	0	"Correcte"	1
2016-10-02	"nit"	"Si"	"00:50:14"	109	27030	18.7	0	"Correcte"	1
2016-10-03	"mati"	"Si"	"12:40:02"	99	27657	17	0	"Correcte"	1
2016-10-03	"nit"	"Si"	"00:37:04"	96	25745	23	0	"Correcte"	1
2016-10-04	"mati"	"Si"	"13:13:47"	94	26261	21.1	1	"B11"	2
2016-10-04	"nit"	"Si"	"00:51:12"	110	30377	11.2	0	"Correcte"	1
2016-10-05	"mati"	"Si"	"13:08:40"	88	25431	24	2	"B2 B3"	2
2016-10-05	"nit"	"Si"	"00:52:14"	111	31032	10.1	0	"Correcte"	1
2016-10-06	"mati"	"Si"	"12:26:49"	86	26645	19.5	0	"Correcte"	1
2016-10-06	"nit"	"Si"	"00:47:26"	106	30799	10.4	0	"Correcte"	1
2016-10-07	"mati"	"No"	NA	NA	NA	NA	1	"B8 B7"	2
2016-10-07	"nit"	"Si"	"01:04:23"	123	31315	NA	0	"Correcte"	1
2016-10-08	"mati"	"Si"	"12:48:09"	107	30507	10.9	0	"Correcte"	1
2016-10-08	"nit"	"Si"	"00:30:55"	90	25737	22.6	0	"Correcte"	1
2016-10-09	"mati"	"Si"	"12:26:52"	86	24697	26.6	0	"Correcte"	1
2016-10-09	"nit"	"Si"	"00:23:50"	83	24375	27.9	0	"Correcte"	1
2016-10-10	"mati"	"Si"	"12:41:09"	100	29543	12.5	0	"Correcte"	1
2016-10-10	"nit"	"Si"	"00:38:04"	97	26088	21.1	0	"Correcte"	1
2016-10-11	"mati"	"Si"	"12:45:08"	104	31303	NA	0	"Correcte"	1
2016-10-11	"nit"	"Si"	"00:43:08"	102	29458	12.5	0	"Correcte"	1
2016-10-12	"mati"	"Si"	"12:06:35"	65	20354	51.9	0	"Correcte"	1
2016-10-12	"nit"	"Si"	"23:58:31"	57	15983	104.3	0	"Correcte"	1
2016-10-13	"mati"	"Si"	"12:43:06"	102	26228	20.5	0	"Correcte"	1
2016-10-13	"nit"	"Si"	"00:19:46"	79	22442	37	0	"Correcte"	1
2016-10-14	"mati"	"Si"	"12:45:06"	104	31073	NA	0	"Correcte"	1
2016-10-14	"nit"	"Si"	"00:49:09"	108	28123	15.3	0	"Correcte"	1
2016-10-15	"mati"	"Si"	"12:39:03"	98	29270	12.9	0	"Correcte"	1
2016-10-15	"nit"	"Si"	"00:45:08"	104	28586	14.4	0	"Correcte"	1
2016-10-16	"mati"	"Si"	"12:40:22"	99	30989	NA	0	"Correcte"	1
2016-10-16	"nit"	"Si"	"00:43:07"	102	29300	12.9	0	"Correcte"	1
2016-10-17	"mati"	"Si"	"12:40:05"	99	28619	14.3	0	"Correcte"	1
2016-10-17	"nit"	"Si"	"00:52:13"	111	29515	12.4	0	"Correcte"	1
