"Data"	"Sessio"	"Realitzat"	"Hora"	"Durada"	"Altitud"	"Pressio"	"Rellancaments"	"Fallida"	"Sondes"
2014-10-07	"mati"	"Si"	"12:07:02"	66	18848	66.8	0	"Correcte"	1
2014-10-07	"nit"	"Si"	"00:36:04"	95	25122	24.8	0	"Correcte"	1
2014-10-08	"mati"	"Si"	"12:22:18"	81	19063	64.6	0	"Correcte"	1
2014-10-08	"nit"	"Si"	"01:01:47"	120	30907	10.1	0	"Correcte"	1
2014-10-09	"mati"	"Si"	"12:37:26"	96	25358	23.8	0	"Correcte"	1
2014-10-09	"nit"	"Si"	"00:50:21"	109	27756	16.4	0	"Correcte"	1
2014-10-10	"mati"	"Si"	"12:50:15"	109	29772	12.2	0	"Correcte"	1
2014-10-10	"nit"	"Si"	"00:40:13"	99	26852	18.9	0	"Correcte"	1
2014-10-11	"mati"	"Si"	"13:03:36"	122	27847	16.4	0	"Correcte"	1
2014-10-11	"nit"	"Si"	"00:57:25"	116	26698	19.4	0	"Correcte"	1
2014-10-12	"mati"	"Si"	"13:15:13"	133	29609	12.5	0	"Correcte"	1
2014-10-12	"nit"	"Si"	"00:31:44"	90	20615	50.3	0	"Correcte"	1
2014-10-13	"mati"	"Si"	"13:29:51"	148	28784	14.1	0	"Correcte"	1
2014-10-13	"nit"	"Si"	"00:43:35"	102	27422	17.3	0	"Correcte"	1
2014-10-14	"mati"	"Si"	"12:17:56"	76	21375	44.6	0	"Correcte"	1
2014-10-14	"nit"	"Si"	"00:51:15"	110	27569	16.8	0	"Correcte"	1
2014-10-15	"mati"	"Si"	"13:23:39"	109	29484	12.5	1	"B1 "	2
2014-10-15	"nit"	"Si"	"00:48:18"	107	27600	16.7	0	"Correcte"	1
2014-10-16	"mati"	"Si"	"12:50:03"	103	26580	19.6	0	"Correcte"	1
2014-10-16	"nit"	"Si"	"00:41:07"	100	26755	19.2	0	"Correcte"	1
2014-10-17	"mati"	"Si"	"13:10:36"	129	29279	13.1	0	"Correcte"	1
2014-10-17	"nit"	"Si"	"00:43:10"	102	27723	16.5	0	"Correcte"	1
2014-10-18	"mati"	"Si"	"12:41:08"	100	25406	24.1	0	"Correcte"	1
2014-10-18	"nit"	"Si"	"01:13:54"	131	30425	10.9	0	"Correcte"	1
2014-10-19	"mati"	"Si"	"12:48:26"	107	29063	13.3	0	"Correcte"	1
2014-10-19	"nit"	"Si"	"00:46:13"	105	27797	16.1	0	"Correcte"	1
2014-10-20	"mati"	"Si"	"12:42:29"	101	27445	17	0	"Correcte"	1
2014-10-20	"nit"	"Si"	"00:57:20"	116	31059	9.6	0	"Correcte"	1
2014-10-21	"mati"	"Si"	"12:47:51"	106	28016	15.6	0	"Correcte"	1
2014-10-21	"nit"	"Si"	"00:49:21"	102	24836	25.2	1	"B12 "	2
2014-10-22	"mati"	"Si"	"12:45:14"	104	29430	12.2	0	"Correcte"	1
2014-10-22	"nit"	"Si"	"00:47:24"	106	28765	13.6	0	"Correcte"	1
2014-10-23	"mati"	"Si"	"12:51:19"	110	28663	14.1	0	"Correcte"	1
2014-10-23	"nit"	"Si"	"00:40:07"	99	29206	12.8	0	"Correcte"	1
2014-10-24	"mati"	"Si"	"12:51:17"	110	28607	14	0	"Correcte"	1
2014-10-24	"nit"	"Si"	"00:48:37"	107	27918	15.6	0	"Correcte"	1
2014-10-25	"mati"	"Si"	"12:53:17"	112	29173	12.9	0	"Correcte"	1
2014-10-25	"nit"	"Si"	"00:42:08"	101	27440	16.8	0	"Correcte"	1
2014-10-26	"mati"	"Si"	"12:49:16"	108	28759	14	0	"Correcte"	1
2014-10-26	"nit"	"Si"	"00:40:06"	99	25594	22.4	0	"Correcte"	1
2014-10-27	"mati"	"Si"	"12:50:15"	109	29403	12.4	1	"B3 "	2
2014-10-27	"nit"	"Si"	"00:50:39"	109	30250	10.9	0	"Correcte"	1
2014-10-28	"mati"	"Si"	"12:52:17"	111	28842	13.5	0	"Correcte"	1
2014-10-28	"nit"	"Si"	"00:34:03"	93	23600	30.5	0	"Correcte"	1
2014-10-29	"mati"	"Si"	"13:04:50"	122	28791	13.6	0	"Correcte"	1
2014-10-29	"nit"	"Si"	"00:46:17"	105	29070	12.9	0	"Correcte"	1
2014-10-30	"mati"	"Si"	"12:50:28"	109	28971	13.2	1	"B5 "	2
2014-10-30	"nit"	"Si"	"00:58:23"	117	30786	9.9	0	"Correcte"	1
2014-10-31	"mati"	"Si"	"13:30:24"	98	25282	23.4	1	"B7 "	2
2014-10-31	"nit"	"Si"	"01:28:21"	94	25875	21.2	1	"B9 "	2
2014-11-01	"mati"	"Si"	"12:44:13"	103	28377	14.4	0	"Correcte"	1
2014-11-01	"nit"	"Si"	"01:26:32"	108	29101	12.7	1	"B3 "	2
2014-11-02	"mati"	"Si"	"12:46:34"	105	28940	13	0	"Correcte"	1
2014-11-02	"nit"	"Si"	"00:49:14"	108	29451	12	0	"Correcte"	1
2014-11-03	"mati"	"Si"	"12:33:01"	92	26487	19.1	0	"Correcte"	1
2014-11-03	"nit"	"Si"	"01:13:42"	92	27732	15.6	2	"B1 B12"	3
2014-11-04	"mati"	"Si"	"12:19:07"	77	21617	41.5	0	"Correcte"	1
2014-11-04	"nit"	"Si"	"00:57:33"	116	27031	17.4	0	"Correcte"	1
2014-11-05	"mati"	"Si"	"12:48:30"	107	29665	11.6	1	"B5 "	2
2014-11-05	"nit"	"Si"	"00:58:25"	117	28497	14	0	"Correcte"	1
2014-11-06	"mati"	"Si"	"12:46:14"	105	28470	14.1	0	"Correcte"	1
2014-11-06	"nit"	"Si"	"00:37:22"	96	25781	21.6	0	"Correcte"	1
2014-11-07	"mati"	"Si"	"12:41:33"	100	27244	17.1	0	"Correcte"	1
2014-11-07	"nit"	"Si"	"00:53:19"	112	28727	13.5	0	"Correcte"	1
2014-11-08	"mati"	"Si"	"12:35:31"	94	23966	28.6	0	"Correcte"	1
2014-11-08	"nit"	"Si"	"00:52:18"	111	27088	17.3	0	"Correcte"	1
2014-11-09	"mati"	"Si"	"13:01:50"	120	29703	11.6	0	"Correcte"	1
2014-11-09	"nit"	"Si"	"00:33:24"	92	24702	25.2	0	"Correcte"	1
2014-11-10	"mati"	"Si"	"12:53:17"	112	29034	12.9	0	"Correcte"	1
2014-11-10	"nit"	"Si"	"00:38:06"	97	27370	16.8	0	"Correcte"	1
2014-11-11	"mati"	"Si"	"12:18:52"	78	18115	72.9	0	"Correcte"	1
2014-11-11	"nit"	"Si"	"00:41:25"	100	26355	19.7	0	"Correcte"	1
2014-11-12	"mati"	"Si"	"12:44:14"	103	27812	15.8	0	"Correcte"	1
2014-11-12	"nit"	"Si"	"00:58:23"	117	29819	11.3	0	"Correcte"	1
2014-11-13	"mati"	"Si"	"12:38:09"	97	29744	11.5	1	"B2 "	2
2014-11-13	"nit"	"Si"	"01:03:28"	122	29289	12.2	0	"Correcte"	1
2014-11-14	"mati"	"Si"	"12:22:54"	82	22532	35.9	0	"Correcte"	1
2014-11-14	"nit"	"Si"	"00:55:04"	113	28992	12.8	0	"Correcte"	1
2014-11-15	"mati"	"Si"	"12:45:06"	104	26419	19.5	0	"Correcte"	1
2014-11-15	"nit"	"Si"	"00:48:29"	107	25235	23	0	"Correcte"	1
2014-11-16	"mati"	"Si"	"12:58:42"	116	28756	13.1	0	"Correcte"	1
2014-11-16	"nit"	"Si"	"00:43:54"	102	23737	28.9	0	"Correcte"	1
2014-11-17	"mati"	"Si"	"12:47:31"	106	27494	16	0	"Correcte"	1
2014-11-17	"nit"	"Si"	"00:24:00"	83	23169	31.9	0	"Correcte"	1
2014-11-18	"mati"	"Si"	"12:47:44"	106	25848	21	0	"Correcte"	1
2014-11-18	"nit"	"Si"	"00:47:19"	106	27024	17.4	0	"Correcte"	1
2014-11-19	"mati"	"Si"	"12:38:12"	97	26356	19.8	0	"Correcte"	1
2014-11-19	"nit"	"Si"	"00:45:47"	104	27203	17.1	0	"Correcte"	1
2014-11-20	"mati"	"Si"	"12:51:18"	110	29069	12.9	0	"Correcte"	1
2014-11-20	"nit"	"Si"	"00:50:16"	109	29432	11.9	0	"Correcte"	1
2014-11-21	"mati"	"Si"	"12:40:06"	99	25132	23.6	0	"Correcte"	1
2014-11-21	"nit"	"Si"	"00:40:05"	99	26230	19.7	0	"Correcte"	1
2014-11-22	"mati"	"Si"	"12:51:16"	110	29892	11.1	0	"Correcte"	1
2014-11-22	"nit"	"Si"	"00:26:55"	86	22416	36.6	0	"Correcte"	1
2014-11-23	"mati"	"Si"	"12:56:21"	115	28245	14.5	0	"Correcte"	1
2014-11-23	"nit"	"Si"	"00:19:51"	79	20463	50.7	0	"Correcte"	1
2014-11-24	"mati"	"Si"	"12:21:52"	81	20302	51.9	0	"Correcte"	1
2014-11-24	"nit"	"Si"	"00:47:13"	106	27749	15.5	0	"Correcte"	1
2014-11-25	"mati"	"Si"	"12:44:13"	103	29152	12.5	0	"Correcte"	1
2014-11-25	"nit"	"Si"	"00:42:10"	101	26233	19.7	0	"Correcte"	1
2014-11-26	"mati"	"Si"	"13:09:01"	77	19541	58.7	1	"B12 "	2
2014-11-26	"nit"	"Si"	"00:48:15"	107	28044	14.7	0	"Correcte"	1
2014-11-27	"mati"	"Si"	"12:46:12"	105	28837	13	0	"Correcte"	1
2014-11-27	"nit"	"Si"	"00:45:13"	104	28695	13.1	0	"Correcte"	1
2014-11-28	"mati"	"Si"	"12:49:38"	108	28572	13.5	0	"Correcte"	1
2014-11-28	"nit"	"Si"	"00:50:44"	109	11959	194	0	"Correcte"	1
2014-11-29	"mati"	"Si"	"12:08:00"	66	16425	96.7	0	"Correcte"	1
2014-11-29	"nit"	"Si"	"00:30:17"	89	20738	48.3	0	"Correcte"	1
2014-11-30	"mati"	"Si"	"12:21:57"	81	18052	75.2	0	"Correcte"	1
2014-11-30	"nit"	"Si"	"00:40:27"	99	26933	17.5	0	"Correcte"	1
2014-12-01	"mati"	"Si"	"12:52:15"	111	28699	13.4	0	"Correcte"	1
2014-12-01	"nit"	"Si"	"00:29:02"	88	23997	28.4	0	"Correcte"	1
2014-12-02	"mati"	"Si"	"12:32:00"	91	23510	31.1	0	"Correcte"	1
2014-12-02	"nit"	"Si"	"00:41:12"	100	26631	18.8	0	"Correcte"	1
2014-12-03	"mati"	"Si"	"12:50:16"	109	27726	15.9	0	"Correcte"	1
2014-12-03	"nit"	"Si"	"00:29:59"	89	22810	34.8	0	"Correcte"	1
2014-12-04	"mati"	"Si"	"12:31:03"	90	18734	67.2	0	"Correcte"	1
2014-12-04	"nit"	"Si"	"00:06:58"	65	14350	134	0	"Correcte"	1
2014-12-05	"mati"	"No"	NA	NA	NA	NA	1	"B5 B4"	2
2014-12-05	"nit"	"No"	NA	NA	NA	NA	1	"B6 B7"	2
2014-12-06	"mati"	"Si"	"11:45:23"	44	10074	254.7	0	"Correcte"	1
2014-12-06	"nit"	"No"	NA	NA	NA	NA	1	"B10 B9"	2
2014-12-07	"mati"	"No"	NA	NA	NA	NA	0	"B2"	0
2014-12-07	"nit"	"No"	NA	NA	NA	NA	0	"B11"	1
2014-12-08	"mati"	"Si"	"12:38:05"	97	28878	13.4	0	"Correcte"	1
2014-12-08	"nit"	"No"	NA	NA	NA	NA	0	"B12 "	1
2014-12-09	"mati"	"No"	NA	NA	NA	NA	NA	"NA "	2
2014-12-09	"nit"	"Si"	"00:47:16"	106	27496	16.5	0	"Correcte"	1
2014-12-10	"mati"	"No"	NA	NA	NA	NA	0	"B2 "	1
2014-12-10	"nit"	"Si"	"00:29:16"	88	24855	25	0	"Correcte"	1
2014-12-11	"mati"	"Si"	"12:49:15"	108	28473	14.4	0	"Correcte"	1
2014-12-11	"nit"	"Si"	"00:46:15"	105	27617	16.4	0	"Correcte"	1
2014-12-12	"mati"	"Si"	"12:29:59"	89	23529	30.8	0	"Correcte"	1
2014-12-12	"nit"	"Si"	"00:18:54"	78	19961	53.5	0	"Correcte"	1
2014-12-13	"mati"	"No"	NA	NA	NA	NA	0	"B8 "	1
2014-12-13	"nit"	"Si"	"00:46:15"	105	28222	14.8	0	"Correcte"	1
2014-12-14	"mati"	"Si"	"12:38:07"	97	25386	22.9	0	"Correcte"	1
2014-12-14	"nit"	"No"	NA	NA	NA	NA	1	"B1 B11"	2
2014-12-15	"mati"	"Si"	"13:05:43"	93	16040	100.8	1	"B2 "	2
2014-12-15	"nit"	"Si"	"00:15:48"	74	20662	47.9	0	"Correcte"	1
2014-12-16	"mati"	"Si"	"12:46:13"	105	29167	12.5	0	"Correcte"	1
2014-12-16	"nit"	"Si"	"00:57:23"	116	23786	29.1	0	"Correcte"	1
2014-12-17	"mati"	"Si"	"12:42:12"	101	26988	17.4	0	"Correcte"	1
2014-12-17	"nit"	"Si"	"00:33:56"	92	27070	17.2	0	"Correcte"	1
2014-12-18	"mati"	"Si"	"12:46:12"	105	29471	11.8	0	"Correcte"	1
2014-12-18	"nit"	"Si"	"00:51:20"	110	25804	21	0	"Correcte"	1
2014-12-19	"mati"	"Si"	"12:38:26"	97	27852	15.1	0	"Correcte"	1
2014-12-19	"nit"	"Si"	"00:45:15"	104	25912	20.5	0	"Correcte"	1
2014-12-20	"mati"	"Si"	"12:53:23"	112	29757	11.2	0	"Correcte"	1
2014-12-20	"nit"	"Si"	"00:42:12"	101	25711	21.1	0	"Correcte"	1
2014-12-21	"mati"	"Si"	"12:44:29"	103	29026	12.4	0	"Correcte"	1
2014-12-21	"nit"	"Si"	"00:44:13"	103	27597	15.5	0	"Correcte"	1
2014-12-22	"mati"	"Si"	"12:53:18"	112	29564	11.2	0	"Correcte"	1
2014-12-22	"nit"	"Si"	"00:48:17"	107	26349	18.7	0	"Correcte"	1
2014-12-23	"mati"	"Si"	"12:45:12"	104	26839	17.4	0	"Correcte"	1
2014-12-23	"nit"	"Si"	"00:53:20"	112	26355	18.9	0	"Correcte"	1
2014-12-24	"mati"	"Si"	"12:49:18"	108	27699	15.4	0	"Correcte"	1
2014-12-24	"nit"	"Si"	"00:50:18"	109	28492	13.5	0	"Correcte"	1
2014-12-25	"mati"	"Si"	"12:48:15"	107	27997	14.6	0	"Correcte"	1
2014-12-25	"nit"	"Si"	"00:46:14"	105	28099	14.4	0	"Correcte"	1
2014-12-26	"mati"	"Si"	"12:58:25"	117	30109	10.5	0	"Correcte"	1
2014-12-26	"nit"	"Si"	"00:46:32"	105	26850	17.3	0	"Correcte"	1
2014-12-27	"mati"	"Si"	"12:52:19"	111	28938	12.5	0	"Correcte"	1
2014-12-27	"nit"	"Si"	"01:11:48"	106	24917	23.5	1	"B11 "	2
2014-12-28	"mati"	"Si"	"12:36:04"	95	25146	22.6	0	"Correcte"	1
2014-12-28	"nit"	"Si"	"00:41:21"	100	28727	12.7	0	"Correcte"	1
2014-12-29	"mati"	"Si"	"12:41:10"	100	28128	14.2	0	"Correcte"	1
2014-12-29	"nit"	"Si"	"00:58:46"	117	27813	14.9	0	"Correcte"	1
2014-12-30	"mati"	"Si"	"12:43:13"	102	27120	16.8	0	"Correcte"	1
2014-12-30	"nit"	"Si"	"00:38:08"	97	23251	31.4	0	"Correcte"	1
2014-12-31	"mati"	"Si"	"12:51:17"	110	29468	11.7	0	"Correcte"	1
2014-12-31	"nit"	"Si"	"00:44:11"	103	26350	19.4	0	"Correcte"	1
2015-01-01	"mati"	"Si"	"12:51:22"	110	28499	13.9	0	"Correcte"	1
2015-01-01	"nit"	"Si"	"00:47:16"	106	28320	14.3	0	"Correcte"	1
2015-01-02	"mati"	"Si"	"12:39:08"	98	25625	22.2	0	"Correcte"	1
2015-01-02	"nit"	"Si"	"00:41:31"	100	24661	25.7	0	"Correcte"	1
2015-01-03	"mati"	"Si"	"13:34:28"	110	29699	11.5	0	"Correcte"	1
2015-01-03	"nit"	"Si"	"00:59:27"	118	28393	14.2	0	"Correcte"	1
2015-01-04	"mati"	"Si"	"12:59:25"	118	28564	13.8	0	"Correcte"	1
2015-01-04	"nit"	"Si"	"00:45:33"	104	28295	14.3	0	"Correcte"	1
2015-01-05	"mati"	"Si"	"12:35:03"	94	25782	21.4	0	"Correcte"	1
2015-01-05	"nit"	"Si"	"01:18:59"	109	28726	13.5	1	"B5 "	2
2015-01-06	"mati"	"Si"	"12:54:19"	113	27802	15.7	0	"Correcte"	1
2015-01-06	"nit"	"Si"	"00:56:22"	115	28403	14.1	0	"Correcte"	1
2015-01-07	"mati"	"Si"	"12:53:02"	111	27520	16.3	0	"Correcte"	1
2015-01-07	"nit"	"Si"	"00:41:11"	100	26298	19.8	0	"Correcte"	1
2015-01-08	"mati"	"Si"	"12:44:12"	103	25384	23.2	0	"Correcte"	1
2015-01-08	"nit"	"Si"	"00:32:03"	91	26750	18.7	0	"Correcte"	1
2015-01-09	"mati"	"Si"	"12:45:37"	104	29160	12.9	0	"Correcte"	1
2015-01-09	"nit"	"Si"	"00:33:29"	92	25005	24.9	0	"Correcte"	1
2015-01-10	"mati"	"Si"	"12:38:06"	97	25130	24.5	0	"Correcte"	1
2015-01-10	"nit"	"Si"	"00:42:25"	101	25699	22.3	0	"Correcte"	1
2015-01-11	"mati"	"Si"	"12:49:26"	108	28692	14.1	0	"Correcte"	1
2015-01-11	"nit"	"Si"	"00:33:01"	92	21230	44.6	0	"Correcte"	1
2015-01-12	"mati"	"Si"	"13:05:26"	124	31138	10	0	"Correcte"	1
2015-01-12	"nit"	"Si"	"00:59:36"	118	30416	11.1	0	"Correcte"	1
2015-01-13	"mati"	"Si"	"12:43:12"	102	25888	21.8	0	"Correcte"	1
2015-01-13	"nit"	"Si"	"00:36:18"	95	26424	20.1	0	"Correcte"	1
2015-01-14	"mati"	"Si"	"12:52:34"	111	28254	15.4	0	"Correcte"	1
2015-01-14	"nit"	"Si"	"00:38:07"	97	25271	24	0	"Correcte"	1
2015-01-15	"mati"	"Si"	"12:33:00"	92	24398	27.4	0	"Correcte"	1
2015-01-15	"nit"	"Si"	"00:52:50"	111	27821	16.3	0	"Correcte"	1
2015-01-16	"mati"	"Si"	"12:08:07"	67	17298	83.3	0	"Correcte"	1
2015-01-16	"nit"	"Si"	"00:51:45"	110	29815	12	0	"Correcte"	1
2015-01-17	"mati"	"Si"	"12:43:12"	102	26991	18.7	0	"Correcte"	1
2015-01-17	"nit"	"Si"	"00:32:02"	91	23084	33.7	0	"Correcte"	1
2015-01-18	"mati"	"Si"	"12:57:26"	116	29136	13.3	0	"Correcte"	1
2015-01-18	"nit"	"Si"	"00:24:35"	83	19857	55.9	0	"Correcte"	1
2015-01-19	"mati"	"Si"	"12:16:12"	75	17868	76	0	"Correcte"	1
2015-01-19	"nit"	"Si"	"00:17:18"	76	20201	52.5	0	"Correcte"	1
2015-01-20	"mati"	"Si"	"12:48:18"	107	27526	16.7	0	"Correcte"	1
2015-01-20	"nit"	"Si"	"00:45:14"	104	28480	14.4	0	"Correcte"	1
2015-01-21	"mati"	"Si"	"12:40:11"	99	26246	20.3	0	"Correcte"	1
2015-01-21	"nit"	"Si"	"00:56:31"	115	29091	13	0	"Correcte"	1
2015-01-22	"mati"	"Si"	"12:36:29"	95	24859	25.2	0	"Correcte"	1
2015-01-22	"nit"	"Si"	"00:40:11"	99	26422	19.5	0	"Correcte"	1
2015-01-23	"mati"	"Si"	"12:36:01"	94	26250	20	0	"Correcte"	1
2015-01-23	"nit"	"Si"	"00:44:27"	103	29097	12.7	0	"Correcte"	1
2015-01-24	"mati"	"Si"	"12:40:22"	99	27466	16.3	0	"Correcte"	1
2015-01-24	"nit"	"Si"	"00:27:59"	87	26900	17.8	0	"Correcte"	1
2015-01-25	"mati"	"Si"	"12:19:54"	79	23543	30.5	0	"Correcte"	1
2015-01-25	"nit"	"Si"	"00:45:14"	104	17049	86.4	0	"Correcte"	1
2015-01-25	"mati"	"Si"	"12:19:54"	79	23543	30.5	0	"Correcte"	1
2015-01-25	"nit"	"Si"	"00:45:14"	104	17049	86.4	0	"Correcte"	1
2015-01-27	"mati"	"No"	NA	NA	NA	NA	NA	"NA "	NA
2015-01-27	"nit"	"No"	NA	NA	NA	NA	NA	"NA "	NA
2015-01-28	"mati"	"Si"	"12:45:43"	102	30297	10.2	0	"Correcte"	1
2015-01-28	"nit"	"Si"	"00:51:19"	110	29770	11	0	"Correcte"	1
2015-01-29	"mati"	"Si"	"12:37:15"	96	29145	12.3	0	"Correcte"	1
2015-01-29	"nit"	"Si"	"00:35:16"	94	24495	25.5	0	"Correcte"	1
2015-01-30	"mati"	"Si"	"12:52:53"	111	30813	9.5	0	"Correcte"	1
2015-01-30	"nit"	"Si"	"00:20:23"	79	18919	62.2	0	"Correcte"	1
2015-01-31	"mati"	"No"	NA	NA	NA	NA	0	"B1 "	1
2015-01-31	"nit"	"No"	NA	NA	NA	NA	1	"B7 B6"	2
2015-02-01	"mati"	"Si"	"12:47:14"	106	29515	11.8	0	"Correcte"	1
2015-02-01	"nit"	"Si"	"00:24:46"	83	25174	23.1	0	"Correcte"	1
2015-02-02	"mati"	"Si"	"12:39:17"	46	11050	215.3	1	"B10 "	2
2015-02-02	"nit"	"Si"	"00:18:08"	66	15725	103.7	1	"B1 "	2
2015-02-03	"mati"	"No"	NA	NA	NA	NA	1	"B4 B3"	2
2015-02-03	"nit"	"Si"	"00:24:57"	84	23898	28.6	0	"Correcte"	1
2015-02-04	"mati"	"Si"	"12:33:07"	92	24911	24.4	0	"Correcte"	1
2015-02-04	"nit"	"Si"	"00:25:16"	84	22767	34.5	0	"Correcte"	1
2015-02-05	"mati"	"Si"	"12:29:01"	88	25294	23.1	0	"Correcte"	1
2015-02-05	"nit"	"Si"	"00:32:21"	91	26134	20.1	0	"Correcte"	1
2015-02-06	"mati"	"Si"	"12:36:26"	95	28848	12.9	0	"Correcte"	1
2015-02-06	"nit"	"Si"	"00:31:03"	90	24298	26.9	0	"Correcte"	1
2015-02-07	"mati"	"Si"	"12:34:17"	93	24864	24.6	0	"Correcte"	1
2015-02-07	"nit"	"Si"	"00:24:05"	83	23258	31.7	0	"Correcte"	1
2015-02-08	"mati"	"Si"	"12:46:27"	95	28202	14.2	1	"B3 "	2
2015-02-08	"nit"	"Si"	"00:38:08"	97	28504	13.4	0	"Correcte"	1
2015-02-09	"mati"	"Si"	"12:19:12"	78	23952	28	0	"Correcte"	1
2015-02-09	"nit"	"Si"	"00:23:54"	83	23813	28.6	0	"Correcte"	1
2015-02-10	"mati"	"Si"	"12:32:05"	91	27654	15.6	0	"Correcte"	1
2015-02-10	"nit"	"Si"	"00:06:55"	65	20255	51.4	0	"Correcte"	1
2015-02-11	"mati"	"Si"	"12:36:25"	95	28519	13.7	0	"Correcte"	1
2015-02-11	"nit"	"Si"	"00:29:00"	88	27120	17.1	0	"Correcte"	1
2015-02-12	"mati"	"Si"	"12:38:56"	98	28460	14	0	"Correcte"	1
2015-02-12	"nit"	"Si"	"00:19:53"	79	21663	41	0	"Correcte"	1
2015-02-13	"mati"	"Si"	"12:55:23"	114	30880	9.7	0	"Correcte"	1
2015-02-13	"nit"	"Si"	"00:44:11"	103	26035	20.5	0	"Correcte"	1
2015-02-14	"mati"	"Si"	"12:24:56"	84	23951	28.7	0	"Correcte"	1
2015-02-14	"nit"	"Si"	"00:27:09"	86	21399	43	0	"Correcte"	1
2015-02-15	"mati"	"Si"	"12:29:34"	88	22764	34.8	0	"Correcte"	1
2015-02-15	"nit"	"Si"	"00:36:45"	95	27034	17.5	0	"Correcte"	1
2015-02-16	"mati"	"Si"	"12:33:23"	92	28578	13.7	0	"Correcte"	1
2015-02-16	"nit"	"Si"	"00:43:04"	102	21954	39.1	0	"Correcte"	1
2015-02-17	"mati"	"Si"	"12:58:03"	104	29326	12.2	1	"B4 "	2
2015-02-17	"nit"	"Si"	"01:32:13"	101	28665	13.5	1	"B5 "	2
2015-02-18	"mati"	"No"	NA	NA	NA	NA	NA	"NA "	NA
2015-02-18	"nit"	"Si"	"01:06:42"	125	28964	12.9	0	"Correcte"	1
2015-02-19	"mati"	"Si"	"12:21:01"	80	17242	84.6	0	"Correcte"	1
2015-02-19	"nit"	"Si"	"00:27:57"	87	25994	20.6	0	"Correcte"	1
2015-02-20	"mati"	"Si"	"12:41:10"	100	30634	10	0	"Correcte"	1
2015-02-20	"nit"	"Si"	"00:42:12"	101	28595	13.6	0	"Correcte"	1
2015-02-21	"mati"	"Si"	"12:39:21"	98	29692	11.5	0	"Correcte"	1
2015-02-21	"nit"	"Si"	"00:36:26"	95	29092	12.6	0	"Correcte"	1
2015-02-22	"mati"	"Si"	"12:26:10"	85	26404	19.3	0	"Correcte"	1
2015-02-22	"nit"	"Si"	"00:24:08"	83	26086	20.3	0	"Correcte"	1
2015-02-23	"mati"	"Si"	"12:31:10"	90	26018	20.7	1	"B4 "	2
2015-02-23	"nit"	"Si"	"00:32:42"	91	24665	25.5	0	"Correcte"	1
2015-02-24	"mati"	"Si"	"12:36:40"	95	28797	13.5	0	"Correcte"	1
2015-02-24	"nit"	"Si"	"00:19:05"	78	24949	24.3	0	"Correcte"	1
2015-02-25	"mati"	"Si"	"12:21:32"	80	23585	30.5	0	"Correcte"	1
2015-02-25	"nit"	"Si"	"00:24:57"	70	20772	47.7	1	"B3 "	2
2015-02-26	"mati"	"Si"	"11:57:33"	56	17270	83	0	"Correcte"	1
2015-02-26	"nit"	"Si"	"00:48:17"	107	29646	11.6	0	"Correcte"	1
2015-02-27	"mati"	"Si"	"12:16:47"	76	22537	36.2	0	"Correcte"	1
2015-02-27	"nit"	"Si"	"00:12:45"	71	18611	67.8	0	"Correcte"	1
2015-02-28	"mati"	"Si"	"11:45:09"	33	9633	282.7	1	"B9 "	2
2015-02-28	"nit"	"Si"	"00:28:12"	87	23099	33.1	0	"Correcte"	1
2015-03-01	"mati"	"Si"	"12:12:47"	71	20901	47.3	0	"Correcte"	1
2015-03-01	"nit"	"Si"	"00:17:52"	76	23025	33.7	0	"Correcte"	1
2015-03-02	"mati"	"Si"	"12:39:21"	98	29994	11.3	0	"Correcte"	1
2015-03-02	"nit"	"Si"	"00:43:12"	102	24370	27.3	0	"Correcte"	1
2015-03-03	"mati"	"Si"	"12:48:16"	107	30461	10.6	0	"Correcte"	1
2015-03-03	"nit"	"Si"	"00:38:10"	97	25079	24.5	0	"Correcte"	1
2015-03-04	"mati"	"Si"	"12:21:55"	81	21385	44	0	"Correcte"	1
2015-03-04	"nit"	"Si"	"00:34:33"	93	25227	24	0	"Correcte"	1
2015-03-05	"mati"	"Si"	"12:37:56"	96	29232	12.8	0	"Correcte"	1
2015-03-05	"nit"	"Si"	"00:06:55"	65	20840	47.9	0	"Correcte"	1
2015-03-06	"mati"	"Si"	"12:22:54"	82	23182	32.9	0	"Correcte"	1
2015-03-06	"nit"	"Si"	"00:18:07"	76	22106	39.3	0	"Correcte"	1
2015-03-07	"mati"	"Si"	"12:19:05"	78	21214	45.1	0	"Correcte"	1
2015-03-07	"nit"	"Si"	"00:49:26"	108	28832	13.6	0	"Correcte"	1
2015-03-08	"mati"	"Si"	"12:22:05"	81	24391	27.2	0	"Correcte"	1
2015-03-08	"nit"	"Si"	"00:50:19"	109	28753	13.8	0	"Correcte"	1
2015-03-09	"mati"	"Si"	"12:33:03"	92	27660	16.3	0	"Correcte"	1
2015-03-09	"nit"	"Si"	"00:38:10"	97	28011	15.5	0	"Correcte"	1
2015-03-10	"mati"	"Si"	"12:34:03"	93	29278	12.7	0	"Correcte"	1
2015-03-10	"nit"	"Si"	"00:50:17"	109	26945	18.3	0	"Correcte"	1
2015-03-11	"mati"	"Si"	"12:56:13"	92	28464	14.5	1	"B1 "	2
2015-03-11	"nit"	"Si"	"00:38:15"	97	27425	17.1	0	"Correcte"	1
2015-03-12	"mati"	"Si"	"12:40:08"	99	29317	12.8	0	"Correcte"	1
